encoded_name,label_name,has-source-phenomenon,has-primary-participant-phenomenon,has-containing-phenomenon,is-modeled-by,undergoes-process,has-in-participant-phenomenon,has-medium-participant-phenomenon,has-sink-participant-phenomenon,has-source-participant-phenomenon,has-abstraction,has-phenomenon,has-part,has-location,is-observed-by,has-form,measured-below,has-matter,is-part-of-containing-phenomenon,has-denominator-participant-phenomenon,has-numerator-participant-phenomenon,is-expressed-as,has-containing-medium-phenomenon,has-trajectory,measured-at,has-adjacent-participant-phenomenon,measured-above,drives,has-primary-participant-phenomenon2,has-role,has-participating-primary-phenomenon,has-perspective-participant-phenomenon,surrounds,measured-wrt,contains-matter,has-sink-phenomenon,referenced-with-property,reference-for-computing,orbits-around,has-first-participant-phenomenon,has-second-participant-phenomenon,has-model-location,has-domain,has-location-of-origin,has-subtrahend-participant-phenomenon,has-minuend-participant-phenomenon,has-primary-matter,measured-to,measured-from,participates-in,has-participating-medium-phenomenon,undergoes-process2,has-part2,measured-since,measured-along,has-phenomenon2,has-matter2,has-role2,has-process,has-process2,has-form2
(model-contains-part-(grid-contains-part-dual-cell))-is-model-location-of-(water-undergoes-process-flowing),model_grid_dual-cell_water_flowing,,water-undergoes-process-flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-dual-cell),,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-dual-cell))-is-model-location-of-water,model_grid_dual-cell_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-dual-cell),,,,,,,,,,,,,,,,,,,
(model-contains-part-((grid-contains-part-dual-cell)-has-abstraction-centroid))-is-model-location-of-water,model_grid_dual-cell_centroid_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-((grid-contains-part-dual-cell)-has-abstraction-centroid),,,,,,,,,,,,,,,,,,,
model-contains-part-((grid-contains-part-dual-cell)-has-abstraction-centroid),model_grid_dual-cell_centroid,,(grid-contains-part-dual-cell)-has-abstraction-centroid,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(grid-contains-part-dual-cell)-has-abstraction-centroid,grid_dual-cell_centroid,,,,,,,,,,centroid,grid-contains-part-dual-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-(dual-cell-has-part-edge)),model_grid_dual-cell_edge,,grid-contains-part-(dual-cell-has-part-edge),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-(dual-cell-has-part-edge),grid_dual-cell_edge,,dual-cell-has-part-edge,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual-cell-has-part-edge,dual-cell_edge,,,,,,,,,,dual-cell,,edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-((dual-cell-has-part-edge)-has-abstraction-center)))-is-model-location-of-water,model_grid_dual-cell_edge_center_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-((dual-cell-has-part-edge)-has-abstraction-center)),,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-((dual-cell-has-part-edge)-has-abstraction-center)),model_grid_dual-cell_edge_center,,grid-contains-part-((dual-cell-has-part-edge)-has-abstraction-center),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-((dual-cell-has-part-edge)-has-abstraction-center),grid_dual-cell_edge_center,,(dual-cell-has-part-edge)-has-abstraction-center,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(dual-cell-has-part-edge)-has-abstraction-center,dual-cell_edge_center,,,,,,,,,,center,dual-cell-has-part-edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-(dual-cell-has-part-face)),model_grid_dual-cell_face,,grid-contains-part-(dual-cell-has-part-face),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-(dual-cell-has-part-face),grid_dual-cell_face,,dual-cell-has-part-face,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual-cell-has-part-face,dual-cell_face,,,,,,,,,,dual-cell,,face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-((dual-cell-has-part-face)-has-abstraction-centroid)))-is-model-location-of-water,model_grid_dual-cell_face_centroid_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-((dual-cell-has-part-face)-has-abstraction-centroid)),,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-((dual-cell-has-part-face)-has-abstraction-centroid)),model_grid_dual-cell_face_centroid,,grid-contains-part-((dual-cell-has-part-face)-has-abstraction-centroid),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-((dual-cell-has-part-face)-has-abstraction-centroid),grid_dual-cell_face_centroid,,(dual-cell-has-part-face)-has-abstraction-centroid,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(dual-cell-has-part-face)-has-abstraction-centroid,dual-cell_face_centroid,,,,,,,,,,centroid,dual-cell-has-part-face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-dual-node))-is-model-location-of-water,model_grid_dual-node_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-dual-node),,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-dual-node),model_grid_dual-node,,grid-contains-part-dual-node,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-dual-node,grid_dual-node,,dual-node,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-primary-cell),model_grid_primary-cell,,grid-contains-part-primary-cell,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-primary-cell,grid_primary-cell,,primary-cell,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-primary-cell))-is-model-location-of-(water-undergoes-process-flowing),model_grid_primary-cell_water_flowing,,water-undergoes-process-flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-primary-cell),,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-primary-cell))-is-model-location-of-water,model_grid_primary-cell_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-primary-cell),,,,,,,,,,,,,,,,,,,
(model-contains-part-((grid-contains-part-primary-cell)-has-abstraction-centroid))-is-model-location-of-water,model_grid_primary-cell_centroid_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-((grid-contains-part-primary-cell)-has-abstraction-centroid),,,,,,,,,,,,,,,,,,,
model-contains-part-((grid-contains-part-primary-cell)-has-abstraction-centroid),model_grid_primary-cell_centroid,,(grid-contains-part-primary-cell)-has-abstraction-centroid,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(grid-contains-part-primary-cell)-has-abstraction-centroid,grid_primary-cell_centroid,,,,,,,,,,centroid,grid-contains-part-primary-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-(primary-cell-has-part-edge)),model_grid_primary-cell_edge,,grid-contains-part-(primary-cell-has-part-edge),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-(primary-cell-has-part-edge),grid_primary-cell_edge,,primary-cell-has-part-edge,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primary-cell-has-part-edge,primary-cell_edge,,,,,,,,,,primary-cell,,edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-((primary-cell-has-part-edge)-has-abstraction-center)))-is-model-location-of-water,model_grid_primary-cell_edge_center_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-((primary-cell-has-part-edge)-has-abstraction-center)),,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-((primary-cell-has-part-edge)-has-abstraction-center)),model_grid_primary-cell_edge_center,,grid-contains-part-((primary-cell-has-part-edge)-has-abstraction-center),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-((primary-cell-has-part-edge)-has-abstraction-center),grid_primary-cell_edge_center,,(primary-cell-has-part-edge)-has-abstraction-center,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(primary-cell-has-part-edge)-has-abstraction-center,primary-cell_edge_center,,,,,,,,,,center,primary-cell-has-part-edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-(primary-cell-has-part-face)),model_grid_primary-cell_face,,grid-contains-part-(primary-cell-has-part-face),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-(primary-cell-has-part-face),grid_primary-cell_face,,primary-cell-has-part-face,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primary-cell-has-part-face,primary-cell_face,,,,,,,,,,primary-cell,,face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-((primary-cell-has-part-face)-has-abstraction-centroid)))-is-model-location-of-water,model_grid_primary-cell_face_centroid_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-((primary-cell-has-part-face)-has-abstraction-centroid)),,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-((primary-cell-has-part-face)-has-abstraction-centroid)),model_grid_primary-cell_face_centroid,,grid-contains-part-((primary-cell-has-part-face)-has-abstraction-centroid),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-((primary-cell-has-part-face)-has-abstraction-centroid),grid_primary-cell_face_centroid,,(primary-cell-has-part-face)-has-abstraction-centroid,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(primary-cell-has-part-face)-has-abstraction-centroid,primary-cell_face_centroid,,,,,,,,,,centroid,primary-cell-has-part-face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-primary-node))-is-model-location-of-water,model_grid_primary-node_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-primary-node),,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-primary-node),model_grid_primary-node,,grid-contains-part-primary-node,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-primary-node,grid_primary-node,,primary-node,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-shell))-measured-to-(grid-has-part-bottom),model_grid_shell_grid_bottom,,model-contains-part-(grid-contains-part-shell),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid-has-part-bottom,,,,,,,,,,,,,
grid-has-part-bottom,grid_bottom,,,,,,,,,,grid,,bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-shell))-measured-to-(grid-has-part-top),model_grid_shell_grid_top,,model-contains-part-(grid-contains-part-shell),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid-has-part-top,,,,,,,,,,,,,
grid-has-part-top,grid_top,,,,,,,,,,grid,,top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-shell))-measured-from-(grid-has-part-bottom),model_grid_shell_grid_bottom,,model-contains-part-(grid-contains-part-shell),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid-has-part-bottom,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-shell))-measured-from-(grid-has-part-top),model_grid_shell_grid_top,,model-contains-part-(grid-contains-part-shell),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid-has-part-top,,,,,,,,,,,,
model-contains-part-(grid-contains-part-virtual-north-pole),model_grid_virtual-north-pole,,grid-contains-part-virtual-north-pole,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-virtual-north-pole,grid_virtual-north-pole,,virtual-north-pole,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop~mature~dry-undergoes-process-harvest,crop~mature~dry_harvest,,crop~mature~dry,,,harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop~mature~dry-has-part-tops,crop~mature~dry_tops,,,,,,,,,,,,tops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertilizer-expressed-as-nitrogen-undergoes-process-application,fertilizer_nitrogen_application,,fertilizer,,,application,,,,,,,,,,,,,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil-as-sink-fertilizer-undergoes-process-fertilization,soil_fertilizer_fertilization,,fertilizer,,,fertilization,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil-as-sink-fertilizer-undergoes-process-application,soil_fertilizer_application,,fertilizer,,,application,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(soil-has-form-layer)-as-medium-water,soil_layer_water,,water,,,,,soil-has-form-layer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil~dry-as-medium-ammonium-expressed-as-nitrogen~elemental,soil~dry_ammonium_nitrogen~elemental,,ammonium,,,,,soil~dry,,,,,,,,,,,,,,nitrogen~elemental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil~dry-as-medium-nitrate-expressed-as-nitrogen~elemental,soil~dry_nitrate_nitrogen~elemental,,nitrate,,,,,soil~dry,,,,,,,,,,,,,,nitrogen~elemental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water~incoming-and-water~outgoing-undergoes-process-flowing,water~incoming-and-water~outgoing_flowing,,water~incoming-and-water~outgoing,,,flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(land-has-abstraction-surface)-is-location-of-(snow-undergoes-process-sublimation),land_surface_snow_sublimation,,snow-undergoes-process-sublimation,,,,,,,,,,,land-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(soil-has-abstraction-surface)-as-source-water-undergoes-process-evaporation,soil_surface_water_evaporation,,water,,,evaporation,,,,soil-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(crop-contains-part-canopy)-as-source-water-undergoes-process-transpiration,crop_canopy_water_transpiration,,water,,,transpiration,,,,crop-contains-part-canopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-contains-part-canopy,crop_canopy,,canopy,,,,,,,,,,,,,,,,crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(soil-has-abstraction-surface)-as-sink-water-undergoes-process-irrigation,soil_surface_water_irrigation,,water,,,irrigation,,,soil-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(soil-has-abstraction-surface)-as-source-water-undergoes-process-runoff,soil_surface_water_runoff,,water,,,runoff,,,,soil-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-undergoes-process-planting,crop_planting,,crop,,,planting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil-as-medium-rock,soil_rock,,rock,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil-has-form-base-layer,soil_base-layer,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(soil-has-form-layer~1)-as-medium-water,soil_layer~1_water,,water,,,,,soil-has-form-layer~1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ammonia-expressed-as-nitrogen-undergoes-process-volatilization,ammonia_nitrogen_volatilization,,ammonia,,,volatilization,,,,,,,,,,,,,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ammonium-expressed-as-nitrogen-undergoes-process-leaching,ammonium_nitrogen_leaching,,ammonium,,,leaching,,,,,,,,,,,,,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ammonium-expressed-as-nitrogen-undergoes-process-nitrification,ammonium_nitrogen_nitrification,,ammonium,,,nitrification,,,,,,,,,,,,,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nitrate-expressed-as-nitrogen-undergoes-process-denitrification,nitrate_nitrogen_denitrification,,nitrate,,,denitrification,,,,,,,,,,,,,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nitrate-expressed-as-nitrogen-undergoes-process-leaching,nitrate_nitrogen_leaching,,nitrate,,,leaching,,,,,,,,,,,,,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nitrogen-undergoes-process-mineralization,nitrogen_mineralization,,nitrogen,,,mineralization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nitrogen-undergoes-process-immobilization,nitrogen_immobilization,,nitrogen,,,immobilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(soil-undergoes-process-denitrification)-is-source-of-nitrogen,soil_denitrification_nitrogen,soil-undergoes-process-denitrification,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil-undergoes-process-denitrification,soil_denitrification,,soil,,,denitrification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(soil-undergoes-process-nitrification)-is-source-of-nitrogen,soil_nitrification_nitrogen,soil-undergoes-process-nitrification,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil-undergoes-process-nitrification,soil_nitrification,,soil,,,nitrification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil~drained-as-medium-water,soil~drained_water,,water,,,,,soil~drained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil-contains-(plant-is-source-of-(residue-as-source-water-undergoes-process-evaporation)),soil_plant_residue_water_evaporation,,plant-is-source-of-(residue-as-source-water-undergoes-process-evaporation),soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant-is-source-of-(residue-as-source-water-undergoes-process-evaporation),plant_residue_water_evaporation,plant,residue-as-source-water-undergoes-process-evaporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residue-as-source-water-undergoes-process-evaporation,residue_water_evaporation,,water,,,evaporation,,,,residue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
above-ground-is-location-of-(biomass~harvested-as-medium-grain),above-ground_biomass~harvested_grain,,biomass~harvested-as-medium-grain,,,,,,,,,,,above-ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biomass~harvested-as-medium-grain,biomass~harvested_grain,,grain,,,,,biomass~harvested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biomass~microbial-and-soil-has-form-pool~organic~stabilized-expressed-as-nitrogen,biomass~microbial-and-soil_pool~organic~stabilized_nitrogen,,,,,,,,,,,,,,,,,biomass~microbial-and-soil,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(biomass~microbial-or-soil-has-form-pool~organic~stabilized)-contains-(nitrogen-undergoes-process-immobilization),biomass~microbial-or-soil_pool~organic~stabilized_nitrogen_immobilization,,nitrogen-undergoes-process-immobilization,biomass~microbial-or-soil-has-form-pool~organic~stabilized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biomass~microbial-or-soil-has-form-pool~organic~stabilized,biomass~microbial-or-soil_pool~organic~stabilized,,,,,,,,,,,,,,,,,biomass~microbial-or-soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-undergoes-process-planting-or-sowing,crop_planting-or-sowing,,crop,,,planting-or-sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-as-source-water-undergoes-process-transpiration,crop_water_transpiration,,water,,,transpiration,,,,crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-measured-since-planting,crop_planting,,crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,planting,,,,,,,
(biomass-as-sink-nitrogen-undergoes-process-accumulation)-measured-at-harvest,biomass_nitrogen_accumulation_harvest,,biomass-as-sink-nitrogen-undergoes-process-accumulation,,,,,,,,,,,,,,,,,,,,,,harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biomass-as-sink-nitrogen-undergoes-process-accumulation,biomass_nitrogen_accumulation,,nitrogen,,,accumulation,,,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(crop-is-source-of-biomass)-as-sink-nitrogen-undergoes-process-application,crop_biomass_nitrogen_application,,nitrogen,,,application,,,crop-is-source-of-biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-is-source-of-biomass,crop_biomass,crop,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-has-matter-biomass,crop_biomass,,,,,,,,,,,,,,,,,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(crop-contains-part-canopy)-as-sink-radiation~solar-undergoes-process-interception,crop_canopy_radiation~solar_interception,,radiation~solar,,,interception,,,crop-contains-part-canopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
above-ground-is-location-of-(crop-contains-biomass~dry),above-ground_crop_biomass~dry,,crop-contains-biomass~dry,,,,,,,,,,,above-ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-contains-biomass~dry,crop_biomass~dry,,biomass~dry,crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
above-ground-is-location-of-(crop-contains-nitrogen),above-ground_crop_nitrogen,,crop-contains-nitrogen,,,,,,,,,,,above-ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-contains-nitrogen,crop_nitrogen,,nitrogen,crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
above-ground-is-location-of-(crop-as-medium-nitrogen),above-ground_crop_nitrogen,,crop-as-medium-nitrogen,,,,,,,,,,,above-ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-as-medium-nitrogen,crop_nitrogen,,nitrogen,,,,,crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
((crop-contains-part-root)-as-sink-water-undergoes-process-accumulation)-measured-at-harvest,crop_root_water_accumulation_harvest,,(crop-contains-part-root)-as-sink-water-undergoes-process-accumulation,,,,,,,,,,,,,,,,,,,,,,harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(crop-contains-part-root)-as-sink-water-undergoes-process-accumulation,crop_root_water_accumulation,,water,,,accumulation,,,crop-contains-part-root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-contains-part-root,crop_root,,root,,,,,,,,,,,,,,,,crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-as-main-nitrogen-as-in,crop_nitrogen,,crop,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crop-as-main-water-as-in,crop_water,,crop,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(((crop-contains-biomass~microbial)-and-soil)-undergoes-process-decomposition)-as-source-carbon-undergoes-process-respiration,crop_biomass~microbial-and-soil_decomposition_carbon_respiration,,carbon,,,respiration,,,,((crop-contains-biomass~microbial)-and-soil)-undergoes-process-decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
