encoded_name,label_name,has-source-phenomenon,has-primary-participant-phenomenon,has-containing-phenomenon,is-modeled-by,undergoes-process,has-in-participant-phenomenon,has-medium-participant-phenomenon,has-sink-participant-phenomenon,has-source-participant-phenomenon,has-abstraction,has-phenomenon,has-part,has-location,is-observed-by,has-form,measured-below,has-matter,is-part-of-containing-phenomenon,has-denominator-participant-phenomenon,has-numerator-participant-phenomenon,is-expressed-as,has-containing-medium-phenomenon,has-trajectory,measured-at,has-adjacent-participant-phenomenon,measured-above,drives,has-primary-participant-phenomenon2,has-role,has-participating-primary-phenomenon,has-perspective-participant-phenomenon,surrounds,measured-wrt,contains-matter,has-sink-phenomenon,referenced-with-property,reference-for-computing,orbits-around,has-first-participant-phenomenon,has-second-participant-phenomenon,has-model-location,has-domain,has-location-of-origin,has-subtrahend-participant-phenomenon,has-minuend-participant-phenomenon,has-primary-matter,measured-to,measured-from,participates-in,has-participating-medium-phenomenon,undergoes-process2,has-part2,measured-since,measured-along,has-phenomenon2,has-matter2,has-role2,has-process,has-process2,has-form2
earth-crust-contains-material,earth-crust_material,,material,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material~melt-as-medium-carbonatite),earth-crust_material~melt_carbonatite,,material~melt-as-medium-carbonatite,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material~melt-as-medium-carbonatite,material~melt_carbonatite,,carbonatite,,,,,material~melt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-as-medium-p-seismic-wave),earth-crust_material_p-seismic-wave,,material-as-medium-p-seismic-wave,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-as-medium-s-seismic-wave),earth-crust_material_s-seismic-wave,,material-as-medium-s-seismic-wave,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-as-medium-s-seismic-wave,material_s-seismic-wave,,s-seismic-wave,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-undergoes-process-isothermal-process),earth-crust_material_isothermal-process,,material-undergoes-process-isothermal-process,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-undergoes-process-isothermal-process,material_isothermal-process,,material,,,isothermal-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-crust-contains-material)-measured-at-(isothermal-process-has-property-compressibility),earth-crust_material_isothermal-process-has-property-compressibility,,earth-crust-contains-material,,,,,,,,,,,,,,,,,,,,,,isothermal-process-has-property-compressibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-undergoes-process-isobaric-process),earth-crust_material_isobaric-process,,material-undergoes-process-isobaric-process,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-undergoes-process-isobaric-process,material_isobaric-process,,material,,,isobaric-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-undergoes-process-isochoric-process),earth-crust_material_isochoric-process,,material-undergoes-process-isochoric-process,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-undergoes-process-isochoric-process,material_isochoric-process,,material,,,isochoric-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-as-medium-oxygen),earth-crust_material_oxygen,,material-as-medium-oxygen,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-as-medium-oxygen,material_oxygen,,oxygen,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-contains-(p-seismic-wave-as-numerator-s-seismic-wave-as-denominator)),earth-crust_material_p-seismic-wave_s-seismic-wave_,,material-contains-(p-seismic-wave-as-numerator-s-seismic-wave-as-denominator),earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-contains-(p-seismic-wave-as-numerator-s-seismic-wave-as-denominator),material_p-seismic-wave_s-seismic-wave_,,p-seismic-wave-as-numerator-s-seismic-wave-as-denominator,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-seismic-wave-as-numerator-s-seismic-wave-as-denominator,p-seismic-wave_s-seismic-wave,,,,,,,,,,,,,,,,,,,s-seismic-wave,p-seismic-wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-as-medium-material~partial-melt),earth-crust_material_material~partial-melt,,material-as-medium-material~partial-melt,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-as-medium-material~partial-melt,material_material~partial-melt,,material~partial-melt,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-as-medium-sh-seismic-wave),earth-crust_material_sh-seismic-wave,,material-as-medium-sh-seismic-wave,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-as-medium-sh-seismic-wave,material_sh-seismic-wave,,sh-seismic-wave,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-as-medium-sv-seismic-wave),earth-crust_material_sv-seismic-wave,,material-as-medium-sv-seismic-wave,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-as-medium-sv-seismic-wave,material_sv-seismic-wave,,sv-seismic-wave,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-crust-contains-(material-as-medium-water),earth-crust_material_water,,material-as-medium-water,earth-crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-as-medium-water,material_water,,water,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-material,earth-mantle_material,,material,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material~melt-as-medium-carbonatite),earth-mantle_material~melt_carbonatite,,material~melt-as-medium-carbonatite,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-as-medium-p-seismic-wave),earth-mantle_material_p-seismic-wave,,material-as-medium-p-seismic-wave,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-as-medium-s-seismic-wave),earth-mantle_material_s-seismic-wave,,material-as-medium-s-seismic-wave,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-undergoes-process-isothermal-process),earth-mantle_material_isothermal-process,,material-undergoes-process-isothermal-process,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-mantle-contains-material)-measured-at-(isothermal-process-has-property-compressibility),earth-mantle_material_isothermal-process-has-property-compressibility,,earth-mantle-contains-material,,,,,,,,,,,,,,,,,,,,,,isothermal-process-has-property-compressibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-undergoes-process-isobaric-process),earth-mantle_material_isobaric-process,,material-undergoes-process-isobaric-process,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-undergoes-process-isochoric-process),earth-mantle_material_isochoric-process,,material-undergoes-process-isochoric-process,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-as-medium-oxygen),earth-mantle_material_oxygen,,material-as-medium-oxygen,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-contains-(p-seismic-wave-as-numerator-s-seismic-wave-as-denominator)),earth-mantle_material_p-seismic-wave_s-seismic-wave_,,material-contains-(p-seismic-wave-as-numerator-s-seismic-wave-as-denominator),earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-as-medium-material~partial-melt),earth-mantle_material_material~partial-melt,,material-as-medium-material~partial-melt,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-as-medium-sh-seismic-wave),earth-mantle_material_sh-seismic-wave,,material-as-medium-sh-seismic-wave,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-as-medium-sv-seismic-wave),earth-mantle_material_sv-seismic-wave,,material-as-medium-sv-seismic-wave,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-as-medium-water),earth-mantle_material_water,,material-as-medium-water,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-undergoes-process-flowing),earth-mantle_material_flowing,,material-undergoes-process-flowing,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-undergoes-process-flowing,material_flowing,,material,,,flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material~mineral-phase~melt-as-medium-carbonatite),earth-mantle_material~mineral-phase~melt_carbonatite,,material~mineral-phase~melt-as-medium-carbonatite,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material~mineral-phase~melt-as-medium-carbonatite,material~mineral-phase~melt_carbonatite,,carbonatite,,,,,material~mineral-phase~melt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-material~mineral-phase,earth-mantle_material~mineral-phase,,material~mineral-phase,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material~mineral-phase-has-model-abstraction-equation-of-state),earth-mantle_material~mineral-phase_equation-of-state,,material~mineral-phase-has-model-abstraction-equation-of-state,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material~mineral-phase-has-model-abstraction-equation-of-state,material~mineral-phase_equation-of-state,,,,equation-of-state,,,,,,,,,,,,,material~mineral-phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material~mineral-phase-as-medium-oxygen),earth-mantle_material~mineral-phase_oxygen,,material~mineral-phase-as-medium-oxygen,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material~mineral-phase-as-medium-oxygen,material~mineral-phase_oxygen,,oxygen,,,,,material~mineral-phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material~mineral-phase-as-medium-material~partial-melt),earth-mantle_material~mineral-phase_material~partial-melt,,material~mineral-phase-as-medium-material~partial-melt,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material~mineral-phase-as-medium-material~partial-melt,material~mineral-phase_material~partial-melt,,material~partial-melt,,,,,material~mineral-phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-as-medium-material~mineral-phase),earth-mantle_material_material~mineral-phase,,material-as-medium-material~mineral-phase,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-as-medium-material~mineral-phase,material_material~mineral-phase,,material~mineral-phase,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material~mineral-phase-as-medium-water),earth-mantle_material~mineral-phase_water,,material~mineral-phase-as-medium-water,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material~mineral-phase-as-medium-water,material~mineral-phase_water,,water,,,,,material~mineral-phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material~mineral-phase~melt-as-medium-water),earth-mantle_material~mineral-phase~melt_water,,material~mineral-phase~melt-as-medium-water,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material~mineral-phase~melt-as-medium-water,material~mineral-phase~melt_water,,water,,,,,material~mineral-phase~melt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-(material-has-model-abstraction-mohr-coulomb-plastic),earth-mantle_material_mohr-coulomb-plastic,,material-has-model-abstraction-mohr-coulomb-plastic,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material-has-model-abstraction-mohr-coulomb-plastic,material_mohr-coulomb-plastic,,,,mohr-coulomb-plastic,,,,,,,,,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earth-mantle-contains-((material-has-model-abstraction-mohr-coulomb-plastic)-undergoes-process-dilation),earth-mantle_material_mohr-coulomb-plastic_dilation,,(material-has-model-abstraction-mohr-coulomb-plastic)-undergoes-process-dilation,earth-mantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(material-has-model-abstraction-mohr-coulomb-plastic)-undergoes-process-dilation,material_mohr-coulomb-plastic_dilation,,material-has-model-abstraction-mohr-coulomb-plastic,,,dilation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-has-abstraction-surface)-is-location-of-(seismic-station-belongs-to-network),earth_surface_seismic-station-belongs-to-network,,seismic-station-belongs-to-network,,,,,,,,,,,earth-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-has-abstraction-surface)-contains-(p-seismic-wave-as-main-seismic-station-as-sink-arrival),earth_surface_p-seismic-wave_seismic-station_arrival,,p-seismic-wave-as-main-seismic-station-as-sink-arrival,earth-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-has-abstraction-surface)-contains-(p-seismic-wave-as-main-seismic-station-as-sink-travel),earth_surface_p-seismic-wave_seismic-station_travel,,p-seismic-wave-as-main-seismic-station-as-sink-travel,earth-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-has-abstraction-surface)-contains-(s-seismic-wave-as-main-seismic-station-as-sink-arrival),earth_surface_s-seismic-wave_seismic-station_arrival,,s-seismic-wave-as-main-seismic-station-as-sink-arrival,earth-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-has-abstraction-surface)-contains-(s-seismic-wave-as-main-seismic-station-as-sink-travel),earth_surface_s-seismic-wave_seismic-station_travel,,s-seismic-wave-as-main-seismic-station-as-sink-travel,earth-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-has-abstraction-surface)-is-location-of-(seismic-station-has-part-component),earth_surface_seismic-station_component,,seismic-station-has-part-component,,,,,,,,,,,earth-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seismic-station-has-part-component,seismic-station_component,,,,,,,,,,,seismic-station,component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-has-abstraction-surface)-is-location-of-(seismic-station-contains-part-data-acquisition-system),earth_surface_seismic-station_data-acquisition-system,,seismic-station-contains-part-data-acquisition-system,,,,,,,,,,,earth-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seismic-station-contains-part-data-acquisition-system,seismic-station_data-acquisition-system,,data-acquisition-system,,,,,,,,,,,,,,,,seismic-station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-has-abstraction-surface)-is-location-of-(seismic-station-is-source-of-data-stream),earth_surface_seismic-station_data-stream,,seismic-station-is-source-of-data-stream,,,,,,,,,,,earth-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seismic-station-is-source-of-data-stream,seismic-station_data-stream,seismic-station,data-stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(earth-has-abstraction-surface)-is-location-of-(seismic-station-contains-part-(instrument-response-contains-part-filter)),earth_surface_seismic-station_instrument-response_filter,,seismic-station-contains-part-(instrument-response-contains-part-filter),,,,,,,,,,,earth-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seismic-station-contains-part-(instrument-response-contains-part-filter),seismic-station_instrument-response_filter,,instrument-response-contains-part-filter,,,,,,,,,,,,,,,,seismic-station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instrument-response-contains-part-filter,instrument-response_filter,,filter,,,,,,,,,,,,,,,,instrument-response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-node),model_grid_node,,grid-contains-part-node,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-node,grid_node,,node,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-x-dual-node),model_grid_x-dual-node,,grid-contains-part-x-dual-node,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-x-dual-node,grid_x-dual-node,,x-dual-node,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-y-dual-node),model_grid_y-dual-node,,grid-contains-part-y-dual-node,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-y-dual-node,grid_y-dual-node,,y-dual-node,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-z-dual-node),model_grid_z-dual-node,,grid-contains-part-z-dual-node,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-z-dual-node,grid_z-dual-node,,z-dual-node,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-x-primary-node),model_grid_x-primary-node,,grid-contains-part-x-primary-node,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-x-primary-node,grid_x-primary-node,,x-primary-node,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-y-primary-node),model_grid_y-primary-node,,grid-contains-part-y-primary-node,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-y-primary-node,grid_y-primary-node,,y-primary-node,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-z-primary-node),model_grid_z-primary-node,,grid-contains-part-z-primary-node,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-z-primary-node,grid_z-primary-node,,z-primary-node,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-shell),model_grid_shell,,grid-contains-part-shell,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-shell,grid_shell,,shell,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(model-contains-part-(grid-contains-part-(cell-has-abstraction-centroid)))-is-model-location-of-water,model_grid_cell_centroid_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-(cell-has-abstraction-centroid)),,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-(cell-has-part-edge)),model_grid_cell_edge,,grid-contains-part-(cell-has-part-edge),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-(cell-has-part-edge),grid_cell_edge,,cell-has-part-edge,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell-has-part-edge,cell_edge,,,,,,,,,,cell,,edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-((cell-has-part-edge-has-abstraction-center)-is-model-location-of-water)),model_grid_cell_edge_center_water,,grid-contains-part-((cell-has-part-edge-has-abstraction-center)-is-model-location-of-water),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-((cell-has-part-edge-has-abstraction-center)-is-model-location-of-water),grid_cell_edge_center_water,,(cell-has-part-edge-has-abstraction-center)-is-model-location-of-water,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(cell-has-part-edge-has-abstraction-center)-is-model-location-of-water,cell_edge_center_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cell-has-part-edge-has-abstraction-center,,,,,,,,,,,,,,,,,,,
cell-has-part-edge-has-abstraction-center,cell_edge_center,,,,,,,,,,center,cell,edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-(cell-has-part-edge-has-abstraction-center)),model_grid_cell_edge_center,,grid-contains-part-(cell-has-part-edge-has-abstraction-center),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-(cell-has-part-edge-has-abstraction-center),grid_cell_edge_center,,cell-has-part-edge-has-abstraction-center,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-(cell-has-part-face)),model_grid_cell_face,,grid-contains-part-(cell-has-part-face),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-(cell-has-part-face),grid_cell_face,,cell-has-part-face,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell-has-part-face,cell_face,,,,,,,,,,cell,,face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-((cell-has-part-face-has-abstraction-centroid)-is-model-location-of-water)),model_grid_cell_face_centroid_water,,grid-contains-part-((cell-has-part-face-has-abstraction-centroid)-is-model-location-of-water),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-((cell-has-part-face-has-abstraction-centroid)-is-model-location-of-water),grid_cell_face_centroid_water,,(cell-has-part-face-has-abstraction-centroid)-is-model-location-of-water,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(cell-has-part-face-has-abstraction-centroid)-is-model-location-of-water,cell_face_centroid_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cell-has-part-face-has-abstraction-centroid,,,,,,,,,,,,,,,,,,,
cell-has-part-face-has-abstraction-centroid,cell_face_centroid,,,,,,,,,,centroid,cell,face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-(cell-has-part-face-has-part-centroid)),model_grid_cell_face_centroid,,grid-contains-part-(cell-has-part-face-has-part-centroid),,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-(cell-has-part-face-has-part-centroid),grid_cell_face_centroid,,cell-has-part-face-has-part-centroid,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell-has-part-face-has-part-centroid,cell_face_centroid,,,,,,,,,,cell,,face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centroid,,,,,,,,
(model-contains-part-(grid-contains-part-node))-is-model-location-of-water,model_grid_node_water,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model-contains-part-(grid-contains-part-node),,,,,,,,,,,,,,,,,,,
model-contains-part-(grid-contains-part-dual-cell),model_grid_dual-cell,,grid-contains-part-dual-cell,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-contains-part-dual-cell,grid_dual-cell,,dual-cell,,,,,,,,,,,,,,,,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
