entity_label,entity_class,plural,tagged_variables
air,matter,,"atmosphere_air_water~vapor__specific_saturation, air__temperature, land_surface_air_radiation~longwave~downwelling__energy_flux, land_surface_air_radiation~longwave~downward__energy_flux, land_surface_air_radiation~shortwave~downwelling__energy_flux, atmosphere_bottom_air_water~vapor__partial_pressure, air__relative_permittivity, air__shear_dynamic_viscosity, air__volume_dynamic_viscosity, air__shear_kinematic_viscosity, air__volume_kinematic_viscosity, air_isochoric-process__volume-specific_heat_capacity, air_helium_plume__richardson_number, air_radiation~visible__speed, air_water~vapor~dew-point__temperature, air~saturated_water~vapor__partial_pressure, air~dry__mass-specific_gas_constant, air~dry_water~vapor__gas_constant_ratio, atmosphere_air_column_acetic-acid__mass-per-area_density, atmosphere_air_column_acetonitrile__mass-per-area_density, atmosphere_air_column_aerosol~dry_ammonium__mass-per-area_density, atmosphere_air_column_alkanes__mass-per-area_density, atmosphere_air_column_alkenes__mass-per-area_density, atmosphere_air_column_alpha-hch__mass-per-area_density, atmosphere_air_column_alpha-pinene__mass-per-area_density, atmosphere_air_column_ammonia__mass-per-area_density, atmosphere_air_column_clox-as-chlorine__mass-per-area_density, atmosphere_air_column_hox-as-hydrogen__mass-per-area_density, atmosphere_air_column_nox-as-nitrogen__mass-per-area_density, atmosphere_air_column_water~vapor__leq_depth, atmosphere_air_column_water~vapor__mass-per-area_density, atmosphere_air__anomaly_of_pressure, atmosphere_air__anomaly_of_temperature, atmosphere_air__azimuth_angle_of_gradient_of_temperature, atmosphere_air__convective_available_potential_energy, atmosphere_air__east_derivative_of_temperature, atmosphere_air__elevation_angle_of_gradient_of_temperature, atmosphere_air__equivalent_potential_temperature, atmosphere_air__equivalent_temperature, atmosphere_air__heat_capacity_ratio, atmosphere_air__increment_of_pressure, atmosphere_air__increment_of_temperature, atmosphere_air_isentropic-process__compressibility, atmosphere_air_isothermal-process__compressibility, atmosphere_air__magnitude_of_gradient_of_temperature, atmosphere_air__mass-per-volume_density, atmosphere_air_isobaric-process__mass-specific_heat_capacity, atmosphere_air_isochoric-process__mass-specific_heat_capacity, atmosphere_air__north_derivative_of_temperature, atmosphere_air__potential_temperature, atmosphere_air__static_pressure, atmosphere_air__environmental_static_pressure_lapse_rate, atmosphere_air__temperature, atmosphere_air~dry_adiabatic-process__temperature_lapse_rate, atmosphere_air__environmental_temperature_lapse_rate, atmosphere_air__temperature_lapse_rate, atmosphere_air~saturated_adiabatic-process__temperature_lapse_rate, atmosphere_air__thermal_conductivity, atmosphere_air__thermal_diffusivity, atmosphere_air__thermal_inertia, atmosphere_air__thermal_resistivity, atmosphere_air_isobaric-process__volume-specific_heat_capacity, atmosphere_air_isochoric-process__volume-specific_heat_capacity, atmosphere_air__x_derivative_of_temperature, atmosphere_air__y_derivative_of_temperature, atmosphere_air__z_derivative_of_temperature, atmosphere_air_carbon-dioxide~equilibrium__partial_pressure, atmosphere_air_carbon-dioxide__partial_pressure, atmosphere_air_carbon-dioxide__relative_saturation, atmosphere_air~saturated_carbon-dioxide__partial_pressure, atmosphere_air_flowing__azimuth_angle_of_bolus_velocity, atmosphere_air_flowing__azimuth_angle_of_gradient_of_potential_vorticity, atmosphere_air_flowing__azimuth_angle_of_gradient_of_pressure, atmosphere_air_flowing__azimuth_angle_of_momentum, atmosphere_air_flowing__azimuth_angle_of_velocity, atmosphere_air_flowing__azimuth_angle_of_vorticity, atmosphere_air_flowing__curl_of_velocity, atmosphere_air_flowing__dynamic_pressure, atmosphere_air_flowing__east_component_of_bolus_velocity, atmosphere_air_flowing__east_component_of_momentum, atmosphere_air_flowing__east_component_of_velocity, atmosphere_air_flowing__east_component_of_vorticity, atmosphere_air_flowing__east_derivative_of_potential_vorticity, atmosphere_air_flowing__east_derivative_of_pressure, atmosphere_air_flowing__east_east_component_of_reynolds_stress, atmosphere_air_flowing__east_east_component_of_stress, atmosphere_air_flowing__east_north_component_of_reynolds_stress, atmosphere_air_flowing__east_north_component_of_stress, atmosphere_air_flowing__east_up_component_of_reynolds_stress, atmosphere_air_flowing__east_up_component_of_stress, atmosphere_air_flowing__elevation_angle_of_bolus_velocity, atmosphere_air_flowing__elevation_angle_of_gradient_of_potential_vorticity, atmosphere_air_flowing__elevation_angle_of_gradient_of_pressure, atmosphere_air_flowing__elevation_angle_of_momentum, atmosphere_air_flowing__elevation_angle_of_velocity, atmosphere_air_flowing__elevation_angle_of_vorticity, atmosphere_air_flowing__gradient_of_pressure, atmosphere_air_flowing__magnitude_of_bolus_velocity, atmosphere_air_flowing__magnitude_of_bolus_vorticity, atmosphere_air_flowing__magnitude_of_gradient_of_potential_vorticity, atmosphere_air_flowing__magnitude_of_gradient_of_pressure, atmosphere_air_flowing__magnitude_of_momentum, atmosphere_air_flowing__magnitude_of_stress, atmosphere_air_flowing__magnitude_of_velocity, atmosphere_air_flowing__north_component_of_bolus_velocity, atmosphere_air_flowing__north_component_of_momentum, atmosphere_air_flowing__north_component_of_velocity, atmosphere_air_flowing__north_component_of_vorticity, atmosphere_air_flowing__north_derivative_of_potential_vorticity, atmosphere_air_flowing__north_derivative_of_pressure, atmosphere_air_flowing__north_north_component_of_reynolds_stress, atmosphere_air_flowing__north_north_component_of_stress, atmosphere_air_flowing__north_up_component_of_reynolds_stress, atmosphere_air_flowing__north_up_component_of_stress, atmosphere_air_flowing__obukhov_length, atmosphere_air_flowing__potential_vorticity, atmosphere_air_flowing__time_derivative_of_potential_vorticity, atmosphere_air_flowing__total_pressure, atmosphere_air_flowing__up_component_of_bolus_velocity, atmosphere_air_flowing__up_component_of_momentum, atmosphere_air_flowing__up_up_component_of_reynolds_stress, atmosphere_air_flowing__up_up_component_of_stress, atmosphere_air_flowing__x_component_of_bolus_velocity, atmosphere_air_flowing__x_component_of_momentum, atmosphere_air_flowing__x_component_of_velocity, atmosphere_air_flowing__x_component_of_vorticity, atmosphere_air_flowing__x_derivative_of_potential_vorticity, atmosphere_air_flowing__x_derivative_of_pressure, atmosphere_air_flowing__x_x_component_of_reynolds_stress, atmosphere_air_flowing__x_x_component_of_stress, atmosphere_air_flowing__x_y_component_of_reynolds_stress, atmosphere_air_flowing__x_y_component_of_stress, atmosphere_air_flowing__x_z_component_of_reynolds_stress, atmosphere_air_flowing__x_z_component_of_stress, atmosphere_air_flowing__y_component_of_bolus_velocity, atmosphere_air_flowing__y_component_of_momentum, atmosphere_air_flowing__y_component_of_velocity, atmosphere_air_flowing__y_component_of_vorticity, atmosphere_air_flowing__y_derivative_of_potential_vorticity, atmosphere_air_flowing__y_derivative_of_pressure, atmosphere_air_flowing__y_y_component_of_reynolds_stress, atmosphere_air_flowing__y_y_component_of_stress, atmosphere_air_flowing__y_z_component_of_reynolds_stress, atmosphere_air_flowing__y_z_component_of_stress, atmosphere_air_flowing__z_component_of_bolus_velocity, atmosphere_air_flowing__z_component_of_momentum, atmosphere_air_flowing__z_component_of_velocity, atmosphere_air_flowing__z_component_of_vorticity, atmosphere_air_flowing__z_derivative_of_potential_vorticity, atmosphere_air_flowing__z_derivative_of_pressure, atmosphere_air_flowing__z_integral_of_u_component_of_momentum, atmosphere_air_flowing__z_integral_of_v_component_of_momentum, atmosphere_air_flowing__z_z_component_of_reynolds_stress, atmosphere_air_flowing__z_z_component_of_stress, atmosphere_air_sediment~suspended_flowing__mass_concentration, atmosphere_air_sediment~suspended_flowing__volume_concentration, atmosphere_air_snow~suspended_flowing__mass_concentration, atmosphere_air_snow~suspended_flowing__volume_concentration, atmosphere_air_mercury~gaseous~divalent__molar_concentration, atmosphere_air_mercury~gaseous~elemental__molar_concentration, atmosphere_air_mercury~gaseous~monovalent__molar_concentration, atmosphere_air_nitrogen~atomic__molar_concentration, atmosphere_air_nmvoc~anthropogenic_carbon__molar_concentration, atmosphere_air_nmvoc~biogenic_carbon__molar_concentration, atmosphere_air_radiation__beer-lambert-law_attenuation_coefficient, atmosphere_air_radiation__standard_refractive_index, atmosphere_air_radiation_optical-path__length, atmosphere_air_radiation~incoming~longwave_absorption__absorptance, atmosphere_air_radiation~incoming~longwave_reflection__reflectance, atmosphere_air_radiation~incoming~longwave_transmission__transmittance, atmosphere_air_radiation~incoming~shortwave__energy_intensity, atmosphere_air_water~vapor~bubble-point__temperature, atmosphere_air_water~vapor~dew-point__temperature, atmosphere_air_water~vapor~equilibrium__partial_pressure, atmosphere_air_water~vapor~frost-point__temperature, atmosphere_air_water~vapor__mass-per-volume_density, atmosphere_air_water~vapor__mixing_ratio, atmosphere_air_water~vapor__partial_pressure, atmosphere_air_water~vapor__psychrometric_constant, atmosphere_air_water~vapor__relative_saturation, atmosphere_air~saturated_water~vapor__partial_pressure, atmosphere_air_water~vapor__virtual_potential_temperature, atmosphere_air_water~vapor__virtual_temperature, atmosphere_bottom_air_canopy__brutsaert_emissivity_factor, atmosphere_bottom_air_cloud__brutsaert_emissivity_factor, atmosphere_bottom_air_bulk__latent_heat_aerodynamic_conductance, atmosphere_bottom_air_bulk__latent_heat_transfer_coefficient, atmosphere_bottom_air_bulk__momentum_aerodynamic_conductance, atmosphere_bottom_air_bulk__momentum_transfer_coefficient, atmosphere_bottom_air_bulk__sensible_heat_aerodynamic_conductance, atmosphere_bottom_air_bulk__sensible_heat_transfer_coefficient, atmosphere_bottom_air__emissivity, atmosphere_bottom_air__mass-per-volume_density, atmosphere_bottom_air_isobaric-process__mass-specific_heat_capacity, atmosphere_bottom_air_bulk__neutral_latent_heat_transfer_coefficient, atmosphere_bottom_air_bulk__neutral_momentum_transfer_coefficient, atmosphere_bottom_air_bulk__neutral_sensible_heat_transfer_coefficient, atmosphere_bottom_air__pressure, atmosphere_bottom_air__static_pressure, atmosphere_bottom_air__temperature, atmosphere_bottom_air_carbon-dioxide~equilibrium__partial_pressure, atmosphere_bottom_air_carbon-dioxide__partial_pressure, atmosphere_bottom_air_carbon-dioxide__relative_saturation, atmosphere_bottom_air~saturated_carbon-dioxide__partial_pressure, atmosphere_bottom_air_flowing_bulk__richardson_number, atmosphere_bottom_air_flowing__dynamic_pressure, atmosphere_bottom_air_flowing__flux_richardson_number, atmosphere_bottom_air_flowing__gradient_richardson_number, atmosphere_bottom_air_flowing__log-law_displacement_length, atmosphere_bottom_air_flowing__log-law_roughness_length, atmosphere_bottom_air_flowing_at-reference-height__speed, atmosphere_bottom_air_flowing_at-speed__reference_height, atmosphere_bottom_air_flowing__total_pressure, atmosphere_bottom_air_flowing__x_component_of_velocity, atmosphere_bottom_air_flowing__y_component_of_velocity, atmosphere_bottom_air_flowing__z_component_of_velocity, atmosphere_bottom_air_flowing_buildings__log-law_roughness_length, atmosphere_bottom_air_flowing_snowpack__log-law_roughness_length, atmosphere_bottom_air_flowing_terrain__log-law_roughness_length, atmosphere_bottom_air_flowing_vegetation__log-law_roughness_length, atmosphere_bottom_air_flowing__log-law_heat_roughness_length, atmosphere_bottom_air_advection__heat_energy_flux, atmosphere_bottom_air_convection__heat_energy_flux, atmosphere_bottom_air_diffusion__heat_energy_flux, atmosphere_bottom_air_land__incoming_component_of_latent_heat_energy_flux, atmosphere_bottom_air_land__incoming_component_of_sensible_heat_energy_flux, atmosphere_bottom_air_land__net_latent_heat_energy_flux, atmosphere_bottom_air_land__net_sensible_heat_energy_flux, atmosphere_bottom_air_water~vapor_bulk__mass_aerodynamic_conductance, atmosphere_bottom_air_water~vapor_bulk__mass_transfer_coefficient, atmosphere_bottom_air_water~vapor~dew-point__temperature, atmosphere_bottom_air_water~vapor~equilibrium__partial_pressure, atmosphere_bottom_air_water~vapor~frost-point__temperature, atmosphere_bottom_air_water~vapor__mass-per-volume_density, atmosphere_bottom_air_water~vapor_bulk__neutral_mass_transfer_coefficient, atmosphere_bottom_air_water~vapor__relative_saturation, atmosphere_bottom_air~saturated_water~vapor__partial_pressure, atmosphere_bottom_air_water~vapor_flowing__log-law_roughness_length, atmosphere_air_carbon-dioxide__partial_pressure, atmosphere_datum~vertical~tidal~mean-sea-level_air__static_pressure, atmosphere_datum~vertical~tidal~mean-sea-level_air_flowing__dynamic_pressure, atmosphere_datum~vertical~tidal~mean-sea-level_air_flowing__total_pressure, atmosphere_top_air__temperature, atmosphere_air_water~vapor~dew-point__temperature, atmosphere_air_water~vapor~frost-point__temperature, atmosphere_air_water~vapor__partial_pressure, atmosphere_air~saturated_water~vapor__partial_pressure, channel_water_surface_air__temperature, engine_air_fuel__mass_ratio, glacier_ice~melting-point_at-air_pressure__temperature, land_surface_air__pressure, land_surface_air__temperature, land_surface_air_flowing__speed, land_surface_air__incoming_component_of_latent_heat_energy_flux, land_surface_air__incoming_component_of_sensible_heat_energy_flux, land_surface_air__net_latent_heat_energy_flux, land_surface_air__net_sensible_heat_energy_flux, land_surface~10m-above_air__temperature, land_surface~10m-above_air_flowing__speed, land_surface~10m-above_air_flowing__x_component_of_velocity, land_surface~10m-above_air_flowing__y_component_of_velocity, sea_ice_surface_air__temperature, sea_surface_air_sea_surface_water__difference_of_temperature, sea_surface_air__magnitude_of_shear_stress, sea_surface_air__pressure, sea_surface_air__reference_pressure, sea_surface_air__reference_temperature, sea_surface_air__temperature, sea_surface_air_carbon-dioxide__partial_pressure, sea_surface_air_flowing__magnitude_of_shear_velocity, sea_surface_air_flowing__shear_speed, sea_surface_air_flowing__speed, sea_surface_air_flowing__x_component_of_shear_velocity, sea_surface_air_flowing__x_component_of_velocity, sea_surface_air_flowing__y_component_of_shear_velocity, sea_surface_air_flowing__y_component_of_velocity, sea_surface_air_flowing__z_component_of_velocity, sea_surface_air_water~vapor__partial_pressure, sea_surface_air_water~vapor__relative_saturation, snowpack_top_air__temperature, soil_air__volume_fraction, water~liquid~20C_air__surface_tension, water~vapor_air~dry__relative_molecular_mass, air__one-day_max_of_temperature, air__one-day_min_of_temperature, air__one-year_average_of_temperature, atmosphere_air_water~vapor__max_of_relative_saturation, atmosphere_air_water~vapor__min_of_relative_saturation, atmosphere_bottom_air__average_of_temperature, atmosphere_bottom_air__min_of_temperature, atmosphere_bottom_air__max_of_temperature, atmosphere_air__one-day_max_of_temperature, atmosphere_air__one-day_min_of_temperature, land_surface~2m-above_air__temperature, land_surface~2m-above_air__month-specific_anomaly_of_temperature"
air-dried,attribute,,soil~air-dried_water__pressure_head
aircraft,phenomenon,,aircraft_flight__duration
airfoil,abstraction,,"airfoil__drag_coefficient, airfoil__lift_coefficient, airfoil_enclosing-curve__circulation"
airplane,phenomenon,,"airplane__altitude, airplane__mach_number, airplane__wingspan"
airy-wave,phenomenon,,"airy-wave__amplitude, airy-wave__wavelength, airy-wave__wavenumber"
alachlor,matter,,
alachlor-sulfonic-acid,matter,,
alaskan,attribute,,"black-bear~alaskan__weight, black-bear~alaskan_brain_body__mass_ratio, black-bear~alaskan_head__mean_of_diameter"
albedo,property,,"land_surface__albedo, sea_ice__albedo, snowpack_top__albedo, land_soil~dry_surface__albedo"
alciopidae,attribute,,
alcohol,matter,alcohols,human_alcohol_consumption__mass-per-length_rate
aldehyde,matter,aldehydes,
aldicarb,matter,,
aldicarb-oxime,matter,,
aldicarb-sulfone,matter,,
aldicarb-sulfoxide,matter,,
aldrin,matter,,
algae,phenomenon,,
algal_growth_potential,property,,
aliasing,process,,
alignment,process,,
alisotrichia,attribute,,
alkalinity,property,,
alkane,matter,alkanes,atmosphere_air_column_alkanes__mass-per-area_density
alkene,matter,alkenes,atmosphere_air_column_alkenes__mass-per-area_density
alkylation,process,,
alkylation,property,,
alkylbenzene-sulfonate,matter,,
allethrin,matter,,
alleviation,process,,
allocation,process,,"model_simulation_land_crop_allocation__area, observation_land_crop_allocation__area"
allocosmoecus,attribute,,
allograft,process,,
allotment,process,,
allowed,attribute,,
allowed_max,operation,,model__allowed_max_of_time_step
allowed_min,operation,,model__allowed_min_of_time_step
alloy,matter,,
alluaudomyia,attribute,,
alluviation,process,,
alona,attribute,,
along-shore_coordinate,property,,
alpha-chlordene,matter,,
alpha-emitting,attribute,,
alpha-endosulfan,matter,,
alpha-hch,matter,,atmosphere_air_column_alpha-hch__mass-per-area_density
alpha-isomethyl-ionone,matter,,
alpha-methyl-styrene,matter,,
alpha-particle,phenomenon,,
alpha-pinene,matter,,atmosphere_air_column_alpha-pinene__mass-per-area_density
alpha-terpineol,matter,,
"alpha,alpha-dimethylphenethylamine",matter,,
alprazolam,matter,,
alteration,process,,
alternation,process,,
altimeter,phenomenon,,
altitude,property,,"airplane__altitude, balloon__altitude, glacier-equilibrium-line__altitude, projectile__altitude, projectile__max_of_altitude, projectile__peak_time_of_altitude, skydiver__altitude, submarine_above-seafloor__altitude"
aluminum,matter,,aluminum_isobaric-process__mass-specific_heat_capacity
amenable-to-chlorination,attribute,,
american-black-bear,phenomenon,,
americium,matter,,
americium-241,matter,,
ametryn,matter,,
amiloride,matter,,
aminocarb,matter,,
aminomethylphosphonic-acid,matter,,
amiocentrus,attribute,,
amiocentrus-aspilus,attribute,,
ammonia,matter,,"atmosphere_air_column_ammonia__mass-per-area_density, ammonia-as-nitrogen_volatilization__mass-per-area_density, ammonia-as-nitrogen_volatilization__average_of_mass_rate"
ammonification,process,,
ammonium,matter,,"atmosphere_air_column_aerosol~dry_ammonium__mass-per-area_density, soil~dry_ammonium-as-nitrogen~elemental__mass_fraction, ammonium-as-nitrogen_leaching__average_of_mass_rate, ammonium-as-nitrogen_nitrification__mass-per-area_density, soil_profile_bottom_water_drainage_ammonium_leaching__time_integral_of_mass_flux, soil_profile_ammonium-as-nitrogen__mass-per-area_density"
amobarbital,matter,,
amortization,process,,
amount,property,,
amount_concentration,property,,
amount_fraction,property,,
amount-per-volume_capacity,property,,
ampharetidae,attribute,,
amphicosmoecus,attribute,,
amphidromic,attribute,,
amphidromic-points,abstraction,,"sea_surface_water_tide_constituent-2mk3_amphidromic-points__latitude, sea_surface_water_tide_constituent-2mk3_amphidromic-points__longitude"
amphinemura,attribute,,
amphinomidae,attribute,,
amphipoda,attribute,,
amphiporidae,attribute,,
amphiporus,attribute,,
amplification,process,,
amplitude,property,,"channel_meandering__amplitude, earth_interior_earthquake_p-seismic-wave__amplitude, earth_interior_earthquake_s-seismic-wave__amplitude, earth_surface_seismic-station_seismograph_shaking__amplitude, sea_surface_water_tide_constituents__amplitude, sea_surface_water_tide_constituent-2mk3__amplitude, sea_surface_water_tide_constituent-2n2__amplitude, sea_surface_water_tide_constituent-2q1__amplitude, sea_surface_water_tide_constituent-2sm2__amplitude, sea_surface_water_tide_constituent-j1__amplitude, sea_surface_water_tide_constituent-k1__amplitude, sea_surface_water_tide_constituent-k2__amplitude, sea_surface_water_tide_constituent-l2__amplitude, sea_surface_water_tide_constituent-lam2__amplitude, sea_surface_water_tide_constituent-m1__amplitude, sea_surface_water_tide_constituent-m2__amplitude, sea_surface_water_tide_constituent-m3__amplitude, sea_surface_water_tide_constituent-m4__amplitude, sea_surface_water_tide_constituent-m6__amplitude, sea_surface_water_tide_constituent-m8__amplitude, sea_surface_water_tide_constituent-mf__amplitude, sea_surface_water_tide_constituent-mk3__amplitude, sea_surface_water_tide_constituent-mm__amplitude, sea_surface_water_tide_constituent-mn4__amplitude, sea_surface_water_tide_constituent-ms4__amplitude, sea_surface_water_tide_constituent-msf__amplitude, sea_surface_water_tide_constituent-mu2__amplitude, sea_surface_water_tide_constituent-n2__amplitude, sea_surface_water_tide_constituent-nu2__amplitude, sea_surface_water_tide_constituent-o1__amplitude, sea_surface_water_tide_constituent-oo1__amplitude, sea_surface_water_tide_constituent-oo2__amplitude, sea_surface_water_tide_constituent-p1__amplitude, sea_surface_water_tide_constituent-q1__amplitude, sea_surface_water_tide_constituent-r2__amplitude, sea_surface_water_tide_constituent-rho__amplitude, sea_surface_water_tide_constituent-s1__amplitude, sea_surface_water_tide_constituent-s2__amplitude, sea_surface_water_tide_constituent-s4__amplitude, sea_surface_water_tide_constituent-s6__amplitude, sea_surface_water_tide_constituent-sa__amplitude, sea_surface_water_tide_constituent-ssa__amplitude, sea_surface_water_tide_constituent-t2__amplitude, sea_surface_water_wave__amplitude, sea_water_internal-gravity-wave__amplitude, airy-wave__amplitude, cnoidal-wave__amplitude, electromagnetic-wave__amplitude, seismic-wave__amplitude, stokes-wave__amplitude, earth_interior_earthquake_p-seismic-wave__amplitude, earth_interior_earthquake_s-seismic-wave__amplitude, earth_interior_p-seismic-wave__amplitude, earth_interior_s-seismic-wave__amplitude"
amputation,process,,
amyl-cinnamal,matter,,
anabolia,attribute,,
anagapetus,attribute,,
anagenesis,phenomenon,,
anaitides,attribute,,
anatopynia,attribute,,
anchorage,process,,
aneurysm,phenomenon,,
angle,operation,,"benzene_molecule_bond-c-c-c__angle, earth_interior_earthquake_p-seismic-wave_takeoff__angle, earth_interior_earthquake_s-seismic-wave_takeoff__angle, model_grid_axis~x_axis~east__angle, sea_shoreline_axis~x_axis~east__angle, sea_surface_water_wave_refraction__angle, sea_surface_water_wave_crest_x-section_vertex__angle, earth_interior_earthquake_p-seismic-wave_takeoff__angle, earth_interior_earthquake_s-seismic-wave_takeoff__angle, earth_interior_p-seismic-wave_takeoff__angle, earth_interior_s-seismic-wave_takeoff__angle, earth-mantle_material_mohr-coulomb-plastic_dilation__angle"
angle,property,,"benzene_molecule_bond-c-c-c__angle, earth_interior_earthquake_p-seismic-wave_takeoff__angle, earth_interior_earthquake_s-seismic-wave_takeoff__angle, model_grid_axis~x_axis~east__angle, sea_shoreline_axis~x_axis~east__angle, sea_surface_water_wave_refraction__angle, sea_surface_water_wave_crest_x-section_vertex__angle, earth_interior_earthquake_p-seismic-wave_takeoff__angle, earth_interior_earthquake_s-seismic-wave_takeoff__angle, earth_interior_p-seismic-wave_takeoff__angle, earth_interior_s-seismic-wave_takeoff__angle, earth-mantle_material_mohr-coulomb-plastic_dilation__angle"
angstrom_exponent,property,,
angular_frequency,property,,"earth_interior_earthquake_p-seismic-wave__angular_frequency, earth_interior_earthquake_s-seismic-wave__angular_frequency, sea_surface_water_wave__angular_frequency, observation_sea_surface_water_wave__angular_frequency, sea_surface_water_wave__time_integral_from_start_of_cosine_of_product_of_angular_frequency_and_time, sea_water_internal-gravity-wave__angular_frequency, earth_interior_earthquake_p-seismic-wave__angular_frequency, earth_interior_earthquake_s-seismic-wave__angular_frequency, earth_interior_p-seismic-wave__angular_frequency, earth_interior_s-seismic-wave__angular_frequency"
angular_momentum,property,,projectile__angular_momentum
angular_speed,property,,"earth_rotation__angular_speed, sea_surface_water_tide_constituent-2mk3__angular_speed, sea_surface_water_tide_constituent-2n2__angular_speed, sea_surface_water_tide_constituent-2q1__angular_speed, sea_surface_water_tide_constituent-2sm2__angular_speed, sea_surface_water_tide_constituent-j1__angular_speed, sea_surface_water_tide_constituent-k1__angular_speed, sea_surface_water_tide_constituent-k2__angular_speed, sea_surface_water_tide_constituent-l2__angular_speed, sea_surface_water_tide_constituent-lam2__angular_speed, sea_surface_water_tide_constituent-m1__angular_speed, sea_surface_water_tide_constituent-m2__angular_speed, sea_surface_water_tide_constituent-m3__angular_speed, sea_surface_water_tide_constituent-m4__angular_speed, sea_surface_water_tide_constituent-m6__angular_speed, sea_surface_water_tide_constituent-m8__angular_speed, sea_surface_water_tide_constituent-mf__angular_speed, sea_surface_water_tide_constituent-mk3__angular_speed, sea_surface_water_tide_constituent-mm__angular_speed, sea_surface_water_tide_constituent-mn4__angular_speed, sea_surface_water_tide_constituent-ms4__angular_speed, sea_surface_water_tide_constituent-msf__angular_speed, sea_surface_water_tide_constituent-mu2__angular_speed, sea_surface_water_tide_constituent-n2__angular_speed, sea_surface_water_tide_constituent-nu2__angular_speed, sea_surface_water_tide_constituent-o1__angular_speed, sea_surface_water_tide_constituent-oo1__angular_speed, sea_surface_water_tide_constituent-oo2__angular_speed, sea_surface_water_tide_constituent-p1__angular_speed, sea_surface_water_tide_constituent-q1__angular_speed, sea_surface_water_tide_constituent-r2__angular_speed, sea_surface_water_tide_constituent-rho__angular_speed, sea_surface_water_tide_constituent-s1__angular_speed, sea_surface_water_tide_constituent-s2__angular_speed, sea_surface_water_tide_constituent-s4__angular_speed, sea_surface_water_tide_constituent-s6__angular_speed, sea_surface_water_tide_constituent-sa__angular_speed, sea_surface_water_tide_constituent-ssa__angular_speed, sea_surface_water_tide_constituent-t2__angular_speed"
