original_name,variable_name,object_name,quantity_name,phenomena,processes,matter,roles,forms,properties,operations,propertytypes,propertyroles,propertyquantifications,trajectories,domains,attributes,abstractions,models,directions,parts,reference,object_pattern,quantity_pattern
atmosphere_aerosol_radiation~incoming~shortwave__transmitted_energy_flux,atmosphere_aerosol_radiation~incoming~shortwave~transmitted__energy_flux,atmosphere_aerosol_radiation~incoming~shortwave~transmitted,energy_flux,"atmosphere, radiation",radiation,,,aerosol,energy_flux,,,,,,,"transmitted, shortwave",,,incoming,,,PHENOMENON_FORM_PHENOMENON~DIRECTION~ATTRIBUTE~ATTRIBUTE,PROPERTY
atmosphere_aerosol_radiation~outgoing~longwave__emittance,atmosphere_aerosol_radiation~outgoing~longwave_emission__emittance,atmosphere_aerosol_radiation~outgoing~longwave_emission,emittance,"atmosphere, radiation","radiation, emission",,,aerosol,emittance,,,,,,,longwave,,,outgoing,,,PHENOMENON_FORM_PHENOMENON~DIRECTION~ATTRIBUTE_PROCESS,PROPERTY
atmosphere_aerosol_radiation~outgoing~longwave~downward__energy_flux,atmosphere_aerosol_radiation~outgoing~longwave~downward__energy_flux,atmosphere_aerosol_radiation~outgoing~longwave~downward,energy_flux,"atmosphere, radiation",radiation,,,aerosol,energy_flux,,,,,,,longwave,,,"downward, outgoing",,,PHENOMENON_FORM_PHENOMENON~DIRECTION~ATTRIBUTE~DIRECTION,PROPERTY
atmosphere_aerosol_radiation~outgoing~longwave~upward__energy_flux,atmosphere_aerosol_radiation~outgoing~longwave~upward__energy_flux,atmosphere_aerosol_radiation~outgoing~longwave~upward,energy_flux,"atmosphere, radiation",radiation,,,aerosol,energy_flux,,,,,,,longwave,,,"outgoing, upward",,,PHENOMENON_FORM_PHENOMENON~DIRECTION~ATTRIBUTE~DIRECTION,PROPERTY
atmosphere_air-column_acetic-acid__mass-per-area_density,atmosphere_air_column_acetic-acid__mass-per-area_density,atmosphere_air_column_acetic-acid,mass-per-area_density,atmosphere,,"acetic-acid, air",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER,PROPERTY
atmosphere_air-column_aceto-nitrile__mass-per-area_density,atmosphere_air_column_acetonitrile__mass-per-area_density,atmosphere_air_column_acetonitrile,mass-per-area_density,atmosphere,,"acetonitrile, air",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER,PROPERTY
atmosphere_air-column_aerosol~dry_ammonium__mass-per-area_density,atmosphere_air_column_aerosol~dry_ammonium__mass-per-area_density,atmosphere_air_column_aerosol~dry_ammonium,mass-per-area_density,atmosphere,,"ammonium, air",,aerosol,mass-per-area_density,,,,,,,dry,column,,,,,PHENOMENON_MATTER_ABSTRACTION_FORM~ATTRIBUTE_MATTER,PROPERTY
atmosphere_air-column_alkanes__mass-per-area_density,atmosphere_air_column_alkanes__mass-per-area_density,atmosphere_air_column_alkanes,mass-per-area_density,atmosphere,,"alkanes, air",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER,PROPERTY
atmosphere_air-column_alkenes__mass-per-area_density,atmosphere_air_column_alkenes__mass-per-area_density,atmosphere_air_column_alkenes,mass-per-area_density,atmosphere,,"alkenes, air",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER,PROPERTY
atmosphere_air-column_alpha-hexachlorocyclohexane__mass-per-area_density,atmosphere_air_column_alpha-hch__mass-per-area_density,atmosphere_air_column_alpha-hch,mass-per-area_density,atmosphere,,"alpha-hch, air",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER,PROPERTY
atmosphere_air-column_alpha-pinene__mass-per-area_density,atmosphere_air_column_alpha-pinene__mass-per-area_density,atmosphere_air_column_alpha-pinene,mass-per-area_density,atmosphere,,"alpha-pinene, air",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER,PROPERTY
atmosphere_air-column_ammonia__mass-per-area_density,atmosphere_air_column_ammonia__mass-per-area_density,atmosphere_air_column_ammonia,mass-per-area_density,atmosphere,,"ammonia, air",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER,PROPERTY
atmosphere_air-column_clox-as-chlorine__mass-per-area_density,atmosphere_air_column_clox-as-chlorine__mass-per-area_density,atmosphere_air_column_clox-as-chlorine,mass-per-area_density,atmosphere,,"chlorine, clox, air",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER-as-MATTER,PROPERTY
atmosphere_air-column_hox-as-hydrogen__mass-per-area_density,atmosphere_air_column_hox-as-hydrogen__mass-per-area_density,atmosphere_air_column_hox-as-hydrogen,mass-per-area_density,atmosphere,,"hydrogen, air, hox",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER-as-MATTER,PROPERTY
atmosphere_air-column_nox-as-nitrogen__mass-per-area_density,atmosphere_air_column_nox-as-nitrogen__mass-per-area_density,atmosphere_air_column_nox-as-nitrogen,mass-per-area_density,atmosphere,,"nitrogen, air, nox",,,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER-as-MATTER,PROPERTY
atmosphere_air-column_water~vapor__liquid-equivalent_depth,atmosphere_air_column_water~vapor__leq_depth,atmosphere_air_column_water~vapor,leq_depth,atmosphere,,"water, air",,vapor,leq_depth,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER~FORM,PROPERTY
atmosphere_air-column_water~vapor__mass-per-area_density,atmosphere_air_column_water~vapor__mass-per-area_density,atmosphere_air_column_water~vapor,mass-per-area_density,atmosphere,,"water, air",,vapor,mass-per-area_density,,,,,,,,column,,,,,PHENOMENON_MATTER_ABSTRACTION_MATTER~FORM,PROPERTY
atmosphere_air__anomaly_of_pressure,atmosphere_air__anomaly_of_pressure,atmosphere_air,anomaly_of_pressure,atmosphere,,air,,,pressure,anomaly,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
atmosphere_air__anomaly_of_temperature,atmosphere_air__anomaly_of_temperature,atmosphere_air,anomaly_of_temperature,atmosphere,,air,,,temperature,anomaly,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
atmosphere_air__azimuth_angle_of_gradient_of_temperature,atmosphere_air__azimuth_angle_of_gradient_of_temperature,atmosphere_air,azimuth_angle_of_gradient_of_temperature,atmosphere,,air,,,"azimuth_angle, temperature","azimuth_angle, gradient",,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_OPERATION_of_PROPERTY
atmosphere_air__convective_available_potential_energy,atmosphere_air__convective_available_potential_energy,atmosphere_air,convective_available_potential_energy,atmosphere,,air,,,convective_available_potential_energy,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__east_derivative_of_temperature,atmosphere_air__east_derivative_of_temperature,atmosphere_air,east_derivative_of_temperature,atmosphere,,air,,,temperature,east_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
atmosphere_air__elevation_angle_of_gradient_of_temperature,atmosphere_air__elevation_angle_of_gradient_of_temperature,atmosphere_air,elevation_angle_of_gradient_of_temperature,atmosphere,,air,,,"elevation_angle, temperature","elevation_angle, gradient",,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_OPERATION_of_PROPERTY
atmosphere_air__equivalent_potential_temperature,atmosphere_air__equivalent_potential_temperature,atmosphere_air,equivalent_potential_temperature,atmosphere,,air,,,equivalent_potential_temperature,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__equivalent_temperature,atmosphere_air__equivalent_temperature,atmosphere_air,equivalent_temperature,atmosphere,,air,,,equivalent_temperature,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__heat_capacity_ratio,atmosphere_air__heat_capacity_ratio,atmosphere_air,heat_capacity_ratio,atmosphere,,air,,,heat_capacity_ratio,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__increment_of_pressure,atmosphere_air__increment_of_pressure,atmosphere_air,increment_of_pressure,atmosphere,,air,,,pressure,increment,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
atmosphere_air__increment_of_temperature,atmosphere_air__increment_of_temperature,atmosphere_air,increment_of_temperature,atmosphere,,air,,,temperature,increment,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
atmosphere_air__isentropic_compressibility,atmosphere_air_isentropic-process__compressibility,atmosphere_air_isentropic-process,compressibility,atmosphere,isentropic-process,air,,,compressibility,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
atmosphere_air__isothermal_compressibility,atmosphere_air_isothermal-process__compressibility,atmosphere_air_isothermal-process,compressibility,atmosphere,isothermal-process,air,,,compressibility,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
atmosphere_air__magnitude_of_gradient_of_temperature,atmosphere_air__magnitude_of_gradient_of_temperature,atmosphere_air,magnitude_of_gradient_of_temperature,atmosphere,,air,,,"temperature, magnitude","magnitude, gradient",,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY_of_OPERATION_of_PROPERTY
atmosphere_air__mass-per-volume_density,atmosphere_air__mass-per-volume_density,atmosphere_air,mass-per-volume_density,atmosphere,,air,,,mass-per-volume_density,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__mass-specific_isobaric_heat_capacity,atmosphere_air_isobaric-process__mass-specific_heat_capacity,atmosphere_air_isobaric-process,mass-specific_heat_capacity,atmosphere,isobaric-process,air,,,mass-specific_heat_capacity,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
atmosphere_air__mass-specific_isochoric_heat_capacity,atmosphere_air_isochoric-process__mass-specific_heat_capacity,atmosphere_air_isochoric-process,mass-specific_heat_capacity,atmosphere,isochoric-process,air,,,mass-specific_heat_capacity,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
atmosphere_air__north_derivative_of_temperature,atmosphere_air__north_derivative_of_temperature,atmosphere_air,north_derivative_of_temperature,atmosphere,,air,,,temperature,north_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
atmosphere_air__potential_temperature,atmosphere_air__potential_temperature,atmosphere_air,potential_temperature,atmosphere,,air,,,potential_temperature,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__static_pressure,atmosphere_air__static_pressure,atmosphere_air,static_pressure,atmosphere,,air,,,static_pressure,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__static_pressure_environmental_lapse_rate,atmosphere_air__environmental_static_pressure_lapse_rate,atmosphere_air,environmental_static_pressure_lapse_rate,atmosphere,,air,,,environmental_static_pressure_lapse_rate,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__temperature,atmosphere_air__temperature,atmosphere_air,temperature,atmosphere,,air,,,temperature,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__temperature_dry_adiabatic_lapse_rate,atmosphere_air~dry_adiabatic-process__temperature_lapse_rate,atmosphere_air~dry_adiabatic-process,temperature_lapse_rate,atmosphere,adiabatic-process,air,,,temperature_lapse_rate,,,,,,,dry,,,,,,PHENOMENON_MATTER~ATTRIBUTE_PROCESS,PROPERTY
atmosphere_air__temperature_environmental_lapse_rate,atmosphere_air__environmental_temperature_lapse_rate,atmosphere_air,environmental_temperature_lapse_rate,atmosphere,,air,,,environmental_temperature_lapse_rate,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__temperature_lapse_rate,atmosphere_air__temperature_lapse_rate,atmosphere_air,temperature_lapse_rate,atmosphere,,air,,,temperature_lapse_rate,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__temperature_saturated_adiabatic_lapse_rate,atmosphere_air~saturated_adiabatic-process__temperature_lapse_rate,atmosphere_air~saturated_adiabatic-process,temperature_lapse_rate,atmosphere,adiabatic-process,air,,,temperature_lapse_rate,,,,,,,saturated,,,,,,PHENOMENON_MATTER~ATTRIBUTE_PROCESS,PROPERTY
atmosphere_air__thermal_conductivity,atmosphere_air__thermal_conductivity,atmosphere_air,thermal_conductivity,atmosphere,,air,,,thermal_conductivity,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__thermal_diffusivity,atmosphere_air__thermal_diffusivity,atmosphere_air,thermal_diffusivity,atmosphere,,air,,,thermal_diffusivity,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__thermal_inertia,atmosphere_air__thermal_inertia,atmosphere_air,thermal_inertia,atmosphere,,air,,,thermal_inertia,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__thermal_resistivity,atmosphere_air__thermal_resistivity,atmosphere_air,thermal_resistivity,atmosphere,,air,,,thermal_resistivity,,,,,,,,,,,,,PHENOMENON_MATTER,PROPERTY
atmosphere_air__volume-specific_isobaric_heat_capacity,atmosphere_air_isobaric-process__volume-specific_heat_capacity,atmosphere_air_isobaric-process,volume-specific_heat_capacity,atmosphere,isobaric-process,air,,,volume-specific_heat_capacity,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
atmosphere_air__volume-specific_isochoric_heat_capacity,atmosphere_air_isochoric-process__volume-specific_heat_capacity,atmosphere_air_isochoric-process,volume-specific_heat_capacity,atmosphere,isochoric-process,air,,,volume-specific_heat_capacity,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
atmosphere_air__x_derivative_of_temperature,atmosphere_air__x_derivative_of_temperature,atmosphere_air,x_derivative_of_temperature,atmosphere,,air,,,temperature,x_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
atmosphere_air__y_derivative_of_temperature,atmosphere_air__y_derivative_of_temperature,atmosphere_air,y_derivative_of_temperature,atmosphere,,air,,,temperature,y_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
atmosphere_air__z_derivative_of_temperature,atmosphere_air__z_derivative_of_temperature,atmosphere_air,z_derivative_of_temperature,atmosphere,,air,,,temperature,z_derivative,,,,,,,,,,,,PHENOMENON_MATTER,OPERATION_of_PROPERTY
atmosphere_air_carbon-dioxide__equilibrium_partial_pressure,atmosphere_air_carbon-dioxide~equilibrium__partial_pressure,atmosphere_air_carbon-dioxide~equilibrium,partial_pressure,atmosphere,,"carbon-dioxide, air",,,partial_pressure,,,,,,,equilibrium,,,,,,PHENOMENON_MATTER_MATTER~ATTRIBUTE,PROPERTY
atmosphere_air_carbon-dioxide__partial_pressure,atmosphere_air_carbon-dioxide__partial_pressure,atmosphere_air_carbon-dioxide,partial_pressure,atmosphere,,"carbon-dioxide, air",,,partial_pressure,,,,,,,,,,,,,PHENOMENON_MATTER_MATTER,PROPERTY
atmosphere_air_carbon-dioxide__relative_saturation,atmosphere_air_carbon-dioxide__relative_saturation,atmosphere_air_carbon-dioxide,relative_saturation,atmosphere,,"carbon-dioxide, air",,,relative_saturation,,,,,,,,,,,,,PHENOMENON_MATTER_MATTER,PROPERTY
atmosphere_air_carbon-dioxide__saturated_partial_pressure,atmosphere_air~saturated_carbon-dioxide__partial_pressure,atmosphere_air~saturated_carbon-dioxide,partial_pressure,atmosphere,,"carbon-dioxide, air",,,partial_pressure,,,,,,,saturated,,,,,,PHENOMENON_MATTER~ATTRIBUTE_MATTER,PROPERTY
atmosphere_air_flow__azimuth_angle_of_bolus_velocity,atmosphere_air_flowing__azimuth_angle_of_bolus_velocity,atmosphere_air_flowing,azimuth_angle_of_bolus_velocity,atmosphere,flowing,air,,,"bolus_velocity, azimuth_angle",azimuth_angle,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY_of_PROPERTY
atmosphere_air_flow__azimuth_angle_of_gradient_of_potential_vorticity,atmosphere_air_flowing__azimuth_angle_of_gradient_of_potential_vorticity,atmosphere_air_flowing,azimuth_angle_of_gradient_of_potential_vorticity,atmosphere,flowing,air,,,"potential_vorticity, azimuth_angle","azimuth_angle, gradient",,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY_of_OPERATION_of_PROPERTY
atmosphere_air_flow__azimuth_angle_of_gradient_of_pressure,atmosphere_air_flowing__azimuth_angle_of_gradient_of_pressure,atmosphere_air_flowing,azimuth_angle_of_gradient_of_pressure,atmosphere,flowing,air,,,"azimuth_angle, pressure","azimuth_angle, gradient",,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY_of_OPERATION_of_PROPERTY
atmosphere_air_flow__azimuth_angle_of_momentum,atmosphere_air_flowing__azimuth_angle_of_momentum,atmosphere_air_flowing,azimuth_angle_of_momentum,atmosphere,flowing,air,,,"azimuth_angle, momentum",azimuth_angle,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY_of_PROPERTY
atmosphere_air_flow__azimuth_angle_of_velocity,atmosphere_air_flowing__azimuth_angle_of_velocity,atmosphere_air_flowing,azimuth_angle_of_velocity,atmosphere,flowing,air,,,"azimuth_angle, velocity",azimuth_angle,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY_of_PROPERTY
atmosphere_air_flow__azimuth_angle_of_vorticity,atmosphere_air_flowing__azimuth_angle_of_vorticity,atmosphere_air_flowing,azimuth_angle_of_vorticity,atmosphere,flowing,air,,,"azimuth_angle, vorticity",azimuth_angle,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY_of_PROPERTY
atmosphere_air_flow__curl_of_velocity,atmosphere_air_flowing__curl_of_velocity,atmosphere_air_flowing,curl_of_velocity,atmosphere,flowing,air,,,velocity,curl,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__dynamic_pressure,atmosphere_air_flowing__dynamic_pressure,atmosphere_air_flowing,dynamic_pressure,atmosphere,flowing,air,,,dynamic_pressure,,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY
atmosphere_air_flow__east_component_of_bolus_velocity,atmosphere_air_flowing__east_component_of_bolus_velocity,atmosphere_air_flowing,east_component_of_bolus_velocity,atmosphere,flowing,air,,,bolus_velocity,east_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_component_of_momentum,atmosphere_air_flowing__east_component_of_momentum,atmosphere_air_flowing,east_component_of_momentum,atmosphere,flowing,air,,,momentum,east_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_component_of_velocity,atmosphere_air_flowing__east_component_of_velocity,atmosphere_air_flowing,east_component_of_velocity,atmosphere,flowing,air,,,velocity,east_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_component_of_vorticity,atmosphere_air_flowing__east_component_of_vorticity,atmosphere_air_flowing,east_component_of_vorticity,atmosphere,flowing,air,,,vorticity,east_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_derivative_of_potential_vorticity,atmosphere_air_flowing__east_derivative_of_potential_vorticity,atmosphere_air_flowing,east_derivative_of_potential_vorticity,atmosphere,flowing,air,,,potential_vorticity,east_derivative,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_derivative_of_pressure,atmosphere_air_flowing__east_derivative_of_pressure,atmosphere_air_flowing,east_derivative_of_pressure,atmosphere,flowing,air,,,pressure,east_derivative,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_east_component_of_reynolds_stress,atmosphere_air_flowing__east_east_component_of_reynolds_stress,atmosphere_air_flowing,east_east_component_of_reynolds_stress,atmosphere,flowing,air,,,reynolds_stress,east_east_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_east_component_of_stress,atmosphere_air_flowing__east_east_component_of_stress,atmosphere_air_flowing,east_east_component_of_stress,atmosphere,flowing,air,,,stress,east_east_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_north_component_of_reynolds_stress,atmosphere_air_flowing__east_north_component_of_reynolds_stress,atmosphere_air_flowing,east_north_component_of_reynolds_stress,atmosphere,flowing,air,,,reynolds_stress,east_north_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_north_component_of_stress,atmosphere_air_flowing__east_north_component_of_stress,atmosphere_air_flowing,east_north_component_of_stress,atmosphere,flowing,air,,,stress,east_north_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_up_component_of_reynolds_stress,atmosphere_air_flowing__east_up_component_of_reynolds_stress,atmosphere_air_flowing,east_up_component_of_reynolds_stress,atmosphere,flowing,air,,,reynolds_stress,east_up_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__east_up_component_of_stress,atmosphere_air_flowing__east_up_component_of_stress,atmosphere_air_flowing,east_up_component_of_stress,atmosphere,flowing,air,,,stress,east_up_component,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,OPERATION_of_PROPERTY
atmosphere_air_flow__elevation_angle_of_bolus_velocity,atmosphere_air_flowing__elevation_angle_of_bolus_velocity,atmosphere_air_flowing,elevation_angle_of_bolus_velocity,atmosphere,flowing,air,,,"elevation_angle, bolus_velocity",elevation_angle,,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY_of_PROPERTY
atmosphere_air_flow__elevation_angle_of_gradient_of_potential_vorticity,atmosphere_air_flowing__elevation_angle_of_gradient_of_potential_vorticity,atmosphere_air_flowing,elevation_angle_of_gradient_of_potential_vorticity,atmosphere,flowing,air,,,"potential_vorticity, elevation_angle","elevation_angle, gradient",,,,,,,,,,,,PHENOMENON_MATTER_PROCESS,PROPERTY_of_OPERATION_of_PROPERTY
