phenomenon_id,participant1,participant1cat,participant1cattype,participant1class,participant2,participant2cat,participant2cattype,participant2class,participant3,participant3cat,participant3cattype,participant3class,participant4,participant4cat,participant4cattype,participant4class,participant5,participant5cat,participant5cattype,participant5class
physics@context~in_(vacuum@context~in_radiation~electromagnetic),physics,context,in,"abstraction, ",vacuum@context~in_radiation~electromagnetic,,,,,,,,,,,,,,,
physics@context~in_vacuum,physics,context,in,"abstraction, ",vacuum,,,"phenomenon, ",,,,,,,,,,,,
pipe@context~in_((water_flowing)@role~exchange_friction),pipe,context,in,"body, ",(water_flowing)@role~exchange_friction,,,,,,,,,,,,,,,
plain~upper@context~on_vegetation,plain~upper,context,on,"body, ",vegetation,,,"body, process, ",,,,,,,,,,,,
plant@context~part_root,plant,context,part,"body, ",root,,,"body, ",,,,,,,,,,,,
region~state@context~part_(land~flooded@context~on_water),region~state,context,part,"form, ",land~flooded@context~on_water,,,,,,,,,,,,,,,
residue~standing@context~in_(carbon@role~numerator_nitrogen@role~denominator),residue~standing,context,in,"role, ",carbon@role~numerator_nitrogen@role~denominator,,,,,,,,,,,,,,,
sea@context~adjacent_(shoreline_axis~x),sea,context,adjacent,"body, ",shoreline_axis~x,,,"abstraction_part, ",,,,,,,,,,,,
sea@context~adjacent_shoreline,sea,context,adjacent,"body, ",shoreline,,,"abstraction_part, ",,,,,,,,,,,,
sea@context~at_(ice@medium),sea,context,at,"body, ",ice@medium,,,,,,,,,,,,,,,
sea@context~at_(ice@medium_salt),sea,context,at,"body, ",ice@medium_salt,,,,,,,,,,,,,,,
sea@context~at_(ice_bottom),sea,context,at,"body, ",ice_bottom,,,"body, ",,,,,,,,,,,,
sea@context~at_(ice_fusion),sea,context,at,"body, ",ice_fusion,,,"phenomenon, ",,,,,,,,,,,,
sea@context~at_(ice_isentropic-process),sea,context,at,"body, ",ice_isentropic-process,,,"phenomenon, ",,,,,,,,,,,,
sea@context~at_(ice_isobaric-process),sea,context,at,"body, ",ice_isobaric-process,,,"phenomenon, ",,,,,,,,,,,,
sea@context~at_(ice_isochoric-process),sea,context,at,"body, ",ice_isochoric-process,,,"phenomenon, ",,,,,,,,,,,,
sea@context~at_(ice_isothermal-process),sea,context,at,"body, ",ice_isothermal-process,,,"phenomenon, ",,,,,,,,,,,,
sea@context~at_(ice_melting),sea,context,at,"body, ",ice_melting,,,"phenomenon, ",,,,,,,,,,,,
sea@context~at_(ice_melting-point),sea,context,at,"body, ",ice_melting-point,,,"matter, ",,,,,,,,,,,,
sea@context~at_(ice_sublimation),sea,context,at,"body, ",ice_sublimation,,,"phenomenon, ",,,,,,,,,,,,
sea@context~at_(ice_surface),sea,context,at,"body, ",ice_surface,,,"phenomenon, ",,,,,,,,,,,,
sea@context~at_ice,sea,context,at,"body, ",ice,,,"matter, attribute, ",,,,,,,,,,,,
sea@context~in_((water@medium_diatoms)@context~in_carbon),sea,context,in,"body, ",(water@medium_diatoms)@context~in_carbon,,,,,,,,,,,,,,,
sea@context~in_((water@medium_diatoms)@context~in_chlorophyll),sea,context,in,"body, ",(water@medium_diatoms)@context~in_chlorophyll,,,,,,,,,,,,,,,
sea@context~in_((water@medium_diatoms)@context~in_nitrogen),sea,context,in,"body, ",(water@medium_diatoms)@context~in_nitrogen,,,,,,,,,,,,,,,
sea@context~in_(water@context~in_biota),sea,context,in,"body, ",water@context~in_biota,,,,,,,,,,,,,,,
sea@context~in_(water@medium),sea,context,in,"body, ",water@medium,,,,,,,,,,,,,,,
sea@context~in_(water@medium_biota),sea,context,in,"body, ",water@medium_biota,,,,,,,,,,,,,,,
sea@context~in_(water@medium_carbon-dioxide),sea,context,in,"body, ",water@medium_carbon-dioxide,,,,,,,,,,,,,,,
sea@context~in_(water@medium_diffusion_salt),sea,context,in,"body, ",water@medium_diffusion_salt,,,,,,,,,,,,,,,
sea@context~in_(water@medium_magnesium-chloride),sea,context,in,"body, ",water@medium_magnesium-chloride,,,,,,,,,,,,,,,
sea@context~in_(water@medium_magnesium-sulfate),sea,context,in,"body, ",water@medium_magnesium-sulfate,,,,,,,,,,,,,,,
sea@context~in_(water@medium_oxygen),sea,context,in,"body, ",water@medium_oxygen,,,,,,,,,,,,,,,
sea@context~in_(water@medium_potassium-chloride),sea,context,in,"body, ",water@medium_potassium-chloride,,,,,,,,,,,,,,,
sea@context~in_(water@medium_sediment~suspended),sea,context,in,"body, ",water@medium_sediment~suspended,,,,,,,,,,,,,,,
sea@context~in_(water@medium_sodium-chloride),sea,context,in,"body, ",water@medium_sodium-chloride,,,,,,,,,,,,,,,
sea@context~in_(water@role~medium_diffusion),sea,context,in,"body, ",water@role~medium_diffusion,,,,,,,,,,,,,,,
sea@context~in_(water_current~longshore),sea,context,in,"body, ",water_current~longshore,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_current~rip),sea,context,in,"body, ",water_current~rip,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_current~rip_flowing),sea,context,in,"body, ",water_current~rip_flowing,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_current~rip_neck),sea,context,in,"body, ",water_current~rip_neck,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_eddy),sea,context,in,"body, ",water_eddy,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_flowing),sea,context,in,"body, ",water_flowing,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_fusion),sea,context,in,"body, ",water_fusion,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_isentropic-process),sea,context,in,"body, ",water_isentropic-process,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_isobaric-process),sea,context,in,"body, ",water_isobaric-process,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_isochoric-process),sea,context,in,"body, ",water_isochoric-process,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_isothermal-process),sea,context,in,"body, ",water_isothermal-process,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_tide),sea,context,in,"body, ",water_tide,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_vaporization),sea,context,in,"body, ",water_vaporization,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_(water_wave~gravity~internal),sea,context,in,"body, ",water_wave~gravity~internal,,,"phenomenon, ",,,,,,,,,,,,
sea@context~in_water,sea,context,in,"body, ",water,,,"matter, ",,,,,,,,,,,,
sediment@context~in_(sand_grain),sediment,context,in,"matter, ",sand_grain,,,"body, ",,,,,,,,,,,,
shoreline@context~on_sediment,shoreline,context,on,"abstraction_part, ",sediment,,,"matter, ",,,,,,,,,,,,
snowpack@context~in_(snow_desublimation),snowpack,context,in,"body, ",snow_desublimation,,,"phenomenon, ",,,,,,,,,,,,
snowpack@context~in_(snow_melting),snowpack,context,in,"body, ",snow_melting,,,"phenomenon, ",,,,,,,,,,,,
snowpack@context~in_(snow_sublimation),snowpack,context,in,"body, ",snow_sublimation,,,"phenomenon, ",,,,,,,,,,,,
snowpack@context~in_snow~new,snowpack,context,in,"body, ",snow~new,,,"matter, ",,,,,,,,,,,,
snowpack@context~part_(snow_grains),snowpack,context,part,"body, ",snow_grains,,,"body, ",,,,,,,,,,,,
snowpack@context~part_ice-layer,snowpack,context,part,"body, ",ice-layer,,,"body, ",,,,,,,,,,,,
snowpack@context~sink_radiation~incoming,snowpack,context,sink,"body, ",radiation~incoming,,,"phenomenon, ",,,,,,,,,,,,
snowpack@context~sink_radiation~incoming~longwave,snowpack,context,sink,"body, ",radiation~incoming~longwave,,,"phenomenon, ",,,,,,,,,,,,
snowpack@context~sink_radiation~incoming~shortwave,snowpack,context,sink,"body, ",radiation~incoming~shortwave,,,"phenomenon, ",,,,,,,,,,,,
snowpack@context~source_meltwater,snowpack,context,source,"body, ",meltwater,,,"matter, ",,,,,,,,,,,,
soil@context~in_((carbon_pool~stabilized)@context~in_carbon),soil,context,in,"matter, ",(carbon_pool~stabilized)@context~in_carbon,,,,,,,,,,,,,,,
soil@context~in_(carbon_pool~microbial),soil,context,in,"matter, ",carbon_pool~microbial,,,"body, ",,,,,,,,,,,,
soil@context~in_(carbon_pool~stabilized),soil,context,in,"matter, ",carbon_pool~stabilized,,,"body, ",,,,,,,,,,,,
soil@context~in_(ice_thawing-front),soil,context,in,"matter, ",ice_thawing-front,,,"phenomenon, ",,,,,,,,,,,,
soil@context~in_(residue_pool),soil,context,in,"matter, ",residue_pool,,,"phenomenon, ",,,,,,,,,,,,
soil@context~in_(water_flowing),soil,context,in,"matter, ",water_flowing,,,"phenomenon, ",,,,,,,,,,,,
soil@context~in_(water_frost-front),soil,context,in,"matter, ",water_frost-front,,,"phenomenon, ",,,,,,,,,,,,
soil@context~in_(water_wetting-front),soil,context,in,"matter, ",water_wetting-front,,,"phenomenon, ",,,,,,,,,,,,
soil@context~in_macropores,soil,context,in,"matter, ",macropores,,,"form, ",,,,,,,,,,,,
soil@context~in_water,soil,context,in,"matter, ",water,,,"matter, ",,,,,,,,,,,,
soil@context~medium_macropores,soil,context,medium,"matter, ",macropores,,,"form, ",,,,,,,,,,,,
soil@context~on_(plant_residue),soil,context,on,"matter, ",plant_residue,,,"phenomenon, ",,,,,,,,,,,,
space-shuttle@context~part_(tile_isochoric-process),space-shuttle,context,part,"body, ",tile_isochoric-process,,,"phenomenon, ",,,,,,,,,,,,
station@context~at_channel,station,context,at,"body, ",channel,,,"form, ",,,,,,,,,,,,
station~seismic@context~part_(instrument@context~part_response-filter),station~seismic,context,part,"body, ",instrument@context~part_response-filter,,,,,,,,,,,,,,,
station~seismic@context~part_(seismograph_shaking),station~seismic,context,part,"body, ",seismograph_shaking,,,"phenomenon, ",,,,,,,,,,,,
station~seismic@context~part_data-acquisition-system,station~seismic,context,part,"body, ",data-acquisition-system,,,"body, ",,,,,,,,,,,,
station~seismic@context~source_data-stream,station~seismic,context,source,"body, ",data-stream,,,"abstraction, ",,,,,,,,,,,,
storm@context~source_(water_runoff),storm,context,source,"phenomenon, ",water_runoff,,,"phenomenon, ",,,,,,,,,,,,
tank~storage~open-top@context~in_water,tank~storage~open-top,context,in,"body, ",water,,,"matter, ",,,,,,,,,,,,
tank~storage~open-top@context~part_(outlet_x-section),tank~storage~open-top,context,part,"body, ",outlet_x-section,,,"phenomenon, ",,,,,,,,,,,,
tank~storage~open-top@context~part_outlet,tank~storage~open-top,context,part,"body, ",outlet,,,"role, ",,,,,,,,,,,,
titan@context~surrounding_atmosphere,titan,context,surrounding,"body, ",atmosphere,,,"body, ",,,,,,,,,,,,
toyota-corolla~2008@context~part_engine,toyota-corolla~2008,context,part,"body, ",engine,,,"body, ",,,,,,,,,,,,
toyota-corolla~2008@context~part_fuel-tank,toyota-corolla~2008,context,part,"body, ",fuel-tank,,,"body, ",,,,,,,,,,,,
universe@context~in_radiation~background~cosmic,universe,context,in,"phenomenon, ",radiation~background~cosmic,,,"phenomenon, ",,,,,,,,,,,,
vacuum@context~in_radiation~electromagnetic,vacuum,context,in,"phenomenon, ",radiation~electromagnetic,,,"phenomenon, ",,,,,,,,,,,,
vegetation@context~part_leaf,vegetation,context,part,"body, process, ",leaf,,,"body, ",,,,,,,,,,,,
vegetation@context~part_stomata,vegetation,context,part,"body, process, ",stomata,,,"body, ",,,,,,,,,,,,
water@context~in_(debris_deposit),water,context,in,"matter, ",debris_deposit,,,"phenomenon, ",,,,,,,,,,,,
water@context~in_(processes@role~source_oxygen~photosynthetic@role~main_production),water,context,in,"matter, ",processes@role~source_oxygen~photosynthetic@role~main_production,,,,,,,,,,,,,,,
water@context~in_(scuba-diver_diving),water,context,in,"matter, ",scuba-diver_diving,,,"phenomenon, ",,,,,,,,,,,,
water@context~in_(sediment@context~in_(sand_grain)),water,context,in,"matter, ",sediment@context~in_(sand_grain),,,,,,,,,,,,,,,
water@context~in_(sediment@medium_clay),water,context,in,"matter, ",sediment@medium_clay,,,,,,,,,,,,,,,
water@context~in_(sediment@medium_sand),water,context,in,"matter, ",sediment@medium_sand,,,,,,,,,,,,,,,
water@context~in_(sediment@medium_silt),water,context,in,"matter, ",sediment@medium_silt,,,,,,,,,,,,,,,
water@context~in_biota,water,context,in,"matter, ",biota,,,"body, ",,,,,,,,,,,,
water@context~in_salt,water,context,in,"matter, ",salt,,,"matter, ",,,,,,,,,,,,
water@context~in_sediment~bedload,water,context,in,"matter, ",sediment~bedload,,,"matter, ",,,,,,,,,,,,
water@context~in_sediment~suspended,water,context,in,"matter, ",sediment~suspended,,,"matter, ",,,,,,,,,,,,
weir@context~source_(water_discharging),weir,context,source,"body, ",water_discharging,,,"phenomenon, ",,,,,,,,,,,,
