full_name,variable_id,variable_label,object_cat,object_id,object_label,object_pref,quantity_id,quantity_label
sea_surface_water_tide_constituent~mf__period,(sea_surface)@context~in_(water_tide_constituent~mf)__period,sea_surface_water_tide_constituent~mf__period,,(sea_surface)@context~in_(water_tide_constituent~mf),sea_surface_water_tide_constituent~mf,phenomenon,period,period
sea_surface_water_tide_constituent~mf__phase_angle,(sea_surface)@context~in_(water_tide_constituent~mf)__phase_angle,sea_surface_water_tide_constituent~mf__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~mf),sea_surface_water_tide_constituent~mf,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~mk3__amplitude,(sea_surface)@context~in_(water_tide_constituent~mk3)__amplitude,sea_surface_water_tide_constituent~mk3__amplitude,,(sea_surface)@context~in_(water_tide_constituent~mk3),sea_surface_water_tide_constituent~mk3,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~mk3__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~mk3)__degrees-per-hour_speed,sea_surface_water_tide_constituent~mk3__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~mk3),sea_surface_water_tide_constituent~mk3,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~mk3__period,(sea_surface)@context~in_(water_tide_constituent~mk3)__period,sea_surface_water_tide_constituent~mk3__period,,(sea_surface)@context~in_(water_tide_constituent~mk3),sea_surface_water_tide_constituent~mk3,phenomenon,period,period
sea_surface_water_tide_constituent~mk3__phase_angle,(sea_surface)@context~in_(water_tide_constituent~mk3)__phase_angle,sea_surface_water_tide_constituent~mk3__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~mk3),sea_surface_water_tide_constituent~mk3,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~mm__amplitude,(sea_surface)@context~in_(water_tide_constituent~mm)__amplitude,sea_surface_water_tide_constituent~mm__amplitude,,(sea_surface)@context~in_(water_tide_constituent~mm),sea_surface_water_tide_constituent~mm,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~mm__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~mm)__degrees-per-hour_speed,sea_surface_water_tide_constituent~mm__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~mm),sea_surface_water_tide_constituent~mm,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~mm__period,(sea_surface)@context~in_(water_tide_constituent~mm)__period,sea_surface_water_tide_constituent~mm__period,,(sea_surface)@context~in_(water_tide_constituent~mm),sea_surface_water_tide_constituent~mm,phenomenon,period,period
sea_surface_water_tide_constituent~mm__phase_angle,(sea_surface)@context~in_(water_tide_constituent~mm)__phase_angle,sea_surface_water_tide_constituent~mm__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~mm),sea_surface_water_tide_constituent~mm,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~mn4__amplitude,(sea_surface)@context~in_(water_tide_constituent~mn4)__amplitude,sea_surface_water_tide_constituent~mn4__amplitude,,(sea_surface)@context~in_(water_tide_constituent~mn4),sea_surface_water_tide_constituent~mn4,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~mn4__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~mn4)__degrees-per-hour_speed,sea_surface_water_tide_constituent~mn4__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~mn4),sea_surface_water_tide_constituent~mn4,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~mn4__period,(sea_surface)@context~in_(water_tide_constituent~mn4)__period,sea_surface_water_tide_constituent~mn4__period,,(sea_surface)@context~in_(water_tide_constituent~mn4),sea_surface_water_tide_constituent~mn4,phenomenon,period,period
sea_surface_water_tide_constituent~mn4__phase_angle,(sea_surface)@context~in_(water_tide_constituent~mn4)__phase_angle,sea_surface_water_tide_constituent~mn4__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~mn4),sea_surface_water_tide_constituent~mn4,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~ms4__amplitude,(sea_surface)@context~in_(water_tide_constituent~ms4)__amplitude,sea_surface_water_tide_constituent~ms4__amplitude,,(sea_surface)@context~in_(water_tide_constituent~ms4),sea_surface_water_tide_constituent~ms4,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~ms4__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~ms4)__degrees-per-hour_speed,sea_surface_water_tide_constituent~ms4__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~ms4),sea_surface_water_tide_constituent~ms4,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~ms4__period,(sea_surface)@context~in_(water_tide_constituent~ms4)__period,sea_surface_water_tide_constituent~ms4__period,,(sea_surface)@context~in_(water_tide_constituent~ms4),sea_surface_water_tide_constituent~ms4,phenomenon,period,period
sea_surface_water_tide_constituent~ms4__phase_angle,(sea_surface)@context~in_(water_tide_constituent~ms4)__phase_angle,sea_surface_water_tide_constituent~ms4__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~ms4),sea_surface_water_tide_constituent~ms4,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~msf__amplitude,(sea_surface)@context~in_(water_tide_constituent~msf)__amplitude,sea_surface_water_tide_constituent~msf__amplitude,,(sea_surface)@context~in_(water_tide_constituent~msf),sea_surface_water_tide_constituent~msf,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~msf__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~msf)__degrees-per-hour_speed,sea_surface_water_tide_constituent~msf__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~msf),sea_surface_water_tide_constituent~msf,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~msf__period,(sea_surface)@context~in_(water_tide_constituent~msf)__period,sea_surface_water_tide_constituent~msf__period,,(sea_surface)@context~in_(water_tide_constituent~msf),sea_surface_water_tide_constituent~msf,phenomenon,period,period
sea_surface_water_tide_constituent~msf__phase_angle,(sea_surface)@context~in_(water_tide_constituent~msf)__phase_angle,sea_surface_water_tide_constituent~msf__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~msf),sea_surface_water_tide_constituent~msf,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~mu2__amplitude,(sea_surface)@context~in_(water_tide_constituent~mu2)__amplitude,sea_surface_water_tide_constituent~mu2__amplitude,,(sea_surface)@context~in_(water_tide_constituent~mu2),sea_surface_water_tide_constituent~mu2,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~mu2__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~mu2)__degrees-per-hour_speed,sea_surface_water_tide_constituent~mu2__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~mu2),sea_surface_water_tide_constituent~mu2,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~mu2__period,(sea_surface)@context~in_(water_tide_constituent~mu2)__period,sea_surface_water_tide_constituent~mu2__period,,(sea_surface)@context~in_(water_tide_constituent~mu2),sea_surface_water_tide_constituent~mu2,phenomenon,period,period
sea_surface_water_tide_constituent~mu2__phase_angle,(sea_surface)@context~in_(water_tide_constituent~mu2)__phase_angle,sea_surface_water_tide_constituent~mu2__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~mu2),sea_surface_water_tide_constituent~mu2,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~n2__amplitude,(sea_surface)@context~in_(water_tide_constituent~n2)__amplitude,sea_surface_water_tide_constituent~n2__amplitude,,(sea_surface)@context~in_(water_tide_constituent~n2),sea_surface_water_tide_constituent~n2,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~n2__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~n2)__degrees-per-hour_speed,sea_surface_water_tide_constituent~n2__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~n2),sea_surface_water_tide_constituent~n2,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~n2__period,(sea_surface)@context~in_(water_tide_constituent~n2)__period,sea_surface_water_tide_constituent~n2__period,,(sea_surface)@context~in_(water_tide_constituent~n2),sea_surface_water_tide_constituent~n2,phenomenon,period,period
sea_surface_water_tide_constituent~n2__phase_angle,(sea_surface)@context~in_(water_tide_constituent~n2)__phase_angle,sea_surface_water_tide_constituent~n2__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~n2),sea_surface_water_tide_constituent~n2,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~nu2__amplitude,(sea_surface)@context~in_(water_tide_constituent~nu2)__amplitude,sea_surface_water_tide_constituent~nu2__amplitude,,(sea_surface)@context~in_(water_tide_constituent~nu2),sea_surface_water_tide_constituent~nu2,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~nu2__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~nu2)__degrees-per-hour_speed,sea_surface_water_tide_constituent~nu2__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~nu2),sea_surface_water_tide_constituent~nu2,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~nu2__period,(sea_surface)@context~in_(water_tide_constituent~nu2)__period,sea_surface_water_tide_constituent~nu2__period,,(sea_surface)@context~in_(water_tide_constituent~nu2),sea_surface_water_tide_constituent~nu2,phenomenon,period,period
sea_surface_water_tide_constituent~nu2__phase_angle,(sea_surface)@context~in_(water_tide_constituent~nu2)__phase_angle,sea_surface_water_tide_constituent~nu2__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~nu2),sea_surface_water_tide_constituent~nu2,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~o1__amplitude,(sea_surface)@context~in_(water_tide_constituent~o1)__amplitude,sea_surface_water_tide_constituent~o1__amplitude,,(sea_surface)@context~in_(water_tide_constituent~o1),sea_surface_water_tide_constituent~o1,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~o1__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~o1)__degrees-per-hour_speed,sea_surface_water_tide_constituent~o1__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~o1),sea_surface_water_tide_constituent~o1,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~o1__period,(sea_surface)@context~in_(water_tide_constituent~o1)__period,sea_surface_water_tide_constituent~o1__period,,(sea_surface)@context~in_(water_tide_constituent~o1),sea_surface_water_tide_constituent~o1,phenomenon,period,period
sea_surface_water_tide_constituent~o1__phase_angle,(sea_surface)@context~in_(water_tide_constituent~o1)__phase_angle,sea_surface_water_tide_constituent~o1__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~o1),sea_surface_water_tide_constituent~o1,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~oo1__amplitude,(sea_surface)@context~in_(water_tide_constituent~oo1)__amplitude,sea_surface_water_tide_constituent~oo1__amplitude,,(sea_surface)@context~in_(water_tide_constituent~oo1),sea_surface_water_tide_constituent~oo1,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~oo1__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~oo1)__degrees-per-hour_speed,sea_surface_water_tide_constituent~oo1__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~oo1),sea_surface_water_tide_constituent~oo1,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~oo1__period,(sea_surface)@context~in_(water_tide_constituent~oo1)__period,sea_surface_water_tide_constituent~oo1__period,,(sea_surface)@context~in_(water_tide_constituent~oo1),sea_surface_water_tide_constituent~oo1,phenomenon,period,period
sea_surface_water_tide_constituent~oo1__phase_angle,(sea_surface)@context~in_(water_tide_constituent~oo1)__phase_angle,sea_surface_water_tide_constituent~oo1__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~oo1),sea_surface_water_tide_constituent~oo1,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~oo2__amplitude,(sea_surface)@context~in_(water_tide_constituent~oo2)__amplitude,sea_surface_water_tide_constituent~oo2__amplitude,,(sea_surface)@context~in_(water_tide_constituent~oo2),sea_surface_water_tide_constituent~oo2,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~oo2__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~oo2)__degrees-per-hour_speed,sea_surface_water_tide_constituent~oo2__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~oo2),sea_surface_water_tide_constituent~oo2,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~oo2__period,(sea_surface)@context~in_(water_tide_constituent~oo2)__period,sea_surface_water_tide_constituent~oo2__period,,(sea_surface)@context~in_(water_tide_constituent~oo2),sea_surface_water_tide_constituent~oo2,phenomenon,period,period
sea_surface_water_tide_constituent~oo2__phase_angle,(sea_surface)@context~in_(water_tide_constituent~oo2)__phase_angle,sea_surface_water_tide_constituent~oo2__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~oo2),sea_surface_water_tide_constituent~oo2,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~p1__amplitude,(sea_surface)@context~in_(water_tide_constituent~p1)__amplitude,sea_surface_water_tide_constituent~p1__amplitude,,(sea_surface)@context~in_(water_tide_constituent~p1),sea_surface_water_tide_constituent~p1,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~p1__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~p1)__degrees-per-hour_speed,sea_surface_water_tide_constituent~p1__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~p1),sea_surface_water_tide_constituent~p1,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~p1__period,(sea_surface)@context~in_(water_tide_constituent~p1)__period,sea_surface_water_tide_constituent~p1__period,,(sea_surface)@context~in_(water_tide_constituent~p1),sea_surface_water_tide_constituent~p1,phenomenon,period,period
sea_surface_water_tide_constituent~p1__phase_angle,(sea_surface)@context~in_(water_tide_constituent~p1)__phase_angle,sea_surface_water_tide_constituent~p1__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~p1),sea_surface_water_tide_constituent~p1,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~q1__amplitude,(sea_surface)@context~in_(water_tide_constituent~q1)__amplitude,sea_surface_water_tide_constituent~q1__amplitude,,(sea_surface)@context~in_(water_tide_constituent~q1),sea_surface_water_tide_constituent~q1,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~q1__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~q1)__degrees-per-hour_speed,sea_surface_water_tide_constituent~q1__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~q1),sea_surface_water_tide_constituent~q1,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~q1__period,(sea_surface)@context~in_(water_tide_constituent~q1)__period,sea_surface_water_tide_constituent~q1__period,,(sea_surface)@context~in_(water_tide_constituent~q1),sea_surface_water_tide_constituent~q1,phenomenon,period,period
sea_surface_water_tide_constituent~q1__phase_angle,(sea_surface)@context~in_(water_tide_constituent~q1)__phase_angle,sea_surface_water_tide_constituent~q1__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~q1),sea_surface_water_tide_constituent~q1,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~r2__amplitude,(sea_surface)@context~in_(water_tide_constituent~r2)__amplitude,sea_surface_water_tide_constituent~r2__amplitude,,(sea_surface)@context~in_(water_tide_constituent~r2),sea_surface_water_tide_constituent~r2,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~r2__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~r2)__degrees-per-hour_speed,sea_surface_water_tide_constituent~r2__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~r2),sea_surface_water_tide_constituent~r2,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~r2__period,(sea_surface)@context~in_(water_tide_constituent~r2)__period,sea_surface_water_tide_constituent~r2__period,,(sea_surface)@context~in_(water_tide_constituent~r2),sea_surface_water_tide_constituent~r2,phenomenon,period,period
sea_surface_water_tide_constituent~r2__phase_angle,(sea_surface)@context~in_(water_tide_constituent~r2)__phase_angle,sea_surface_water_tide_constituent~r2__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~r2),sea_surface_water_tide_constituent~r2,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~rho__amplitude,(sea_surface)@context~in_(water_tide_constituent~rho)__amplitude,sea_surface_water_tide_constituent~rho__amplitude,,(sea_surface)@context~in_(water_tide_constituent~rho),sea_surface_water_tide_constituent~rho,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~rho__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~rho)__degrees-per-hour_speed,sea_surface_water_tide_constituent~rho__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~rho),sea_surface_water_tide_constituent~rho,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~rho__period,(sea_surface)@context~in_(water_tide_constituent~rho)__period,sea_surface_water_tide_constituent~rho__period,,(sea_surface)@context~in_(water_tide_constituent~rho),sea_surface_water_tide_constituent~rho,phenomenon,period,period
sea_surface_water_tide_constituent~rho__phase_angle,(sea_surface)@context~in_(water_tide_constituent~rho)__phase_angle,sea_surface_water_tide_constituent~rho__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~rho),sea_surface_water_tide_constituent~rho,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~s1__amplitude,(sea_surface)@context~in_(water_tide_constituent~s1)__amplitude,sea_surface_water_tide_constituent~s1__amplitude,,(sea_surface)@context~in_(water_tide_constituent~s1),sea_surface_water_tide_constituent~s1,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~s1__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~s1)__degrees-per-hour_speed,sea_surface_water_tide_constituent~s1__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~s1),sea_surface_water_tide_constituent~s1,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~s1__period,(sea_surface)@context~in_(water_tide_constituent~s1)__period,sea_surface_water_tide_constituent~s1__period,,(sea_surface)@context~in_(water_tide_constituent~s1),sea_surface_water_tide_constituent~s1,phenomenon,period,period
sea_surface_water_tide_constituent~s1__phase_angle,(sea_surface)@context~in_(water_tide_constituent~s1)__phase_angle,sea_surface_water_tide_constituent~s1__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~s1),sea_surface_water_tide_constituent~s1,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~s2__amplitude,(sea_surface)@context~in_(water_tide_constituent~s2)__amplitude,sea_surface_water_tide_constituent~s2__amplitude,,(sea_surface)@context~in_(water_tide_constituent~s2),sea_surface_water_tide_constituent~s2,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~s2__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~s2)__degrees-per-hour_speed,sea_surface_water_tide_constituent~s2__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~s2),sea_surface_water_tide_constituent~s2,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~s2__period,(sea_surface)@context~in_(water_tide_constituent~s2)__period,sea_surface_water_tide_constituent~s2__period,,(sea_surface)@context~in_(water_tide_constituent~s2),sea_surface_water_tide_constituent~s2,phenomenon,period,period
sea_surface_water_tide_constituent~s2__phase_angle,(sea_surface)@context~in_(water_tide_constituent~s2)__phase_angle,sea_surface_water_tide_constituent~s2__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~s2),sea_surface_water_tide_constituent~s2,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~s4__amplitude,(sea_surface)@context~in_(water_tide_constituent~s4)__amplitude,sea_surface_water_tide_constituent~s4__amplitude,,(sea_surface)@context~in_(water_tide_constituent~s4),sea_surface_water_tide_constituent~s4,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~s4__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~s4)__degrees-per-hour_speed,sea_surface_water_tide_constituent~s4__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~s4),sea_surface_water_tide_constituent~s4,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~s4__period,(sea_surface)@context~in_(water_tide_constituent~s4)__period,sea_surface_water_tide_constituent~s4__period,,(sea_surface)@context~in_(water_tide_constituent~s4),sea_surface_water_tide_constituent~s4,phenomenon,period,period
sea_surface_water_tide_constituent~s4__phase_angle,(sea_surface)@context~in_(water_tide_constituent~s4)__phase_angle,sea_surface_water_tide_constituent~s4__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~s4),sea_surface_water_tide_constituent~s4,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~s6__amplitude,(sea_surface)@context~in_(water_tide_constituent~s6)__amplitude,sea_surface_water_tide_constituent~s6__amplitude,,(sea_surface)@context~in_(water_tide_constituent~s6),sea_surface_water_tide_constituent~s6,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~s6__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~s6)__degrees-per-hour_speed,sea_surface_water_tide_constituent~s6__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~s6),sea_surface_water_tide_constituent~s6,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~s6__period,(sea_surface)@context~in_(water_tide_constituent~s6)__period,sea_surface_water_tide_constituent~s6__period,,(sea_surface)@context~in_(water_tide_constituent~s6),sea_surface_water_tide_constituent~s6,phenomenon,period,period
sea_surface_water_tide_constituent~s6__phase_angle,(sea_surface)@context~in_(water_tide_constituent~s6)__phase_angle,sea_surface_water_tide_constituent~s6__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~s6),sea_surface_water_tide_constituent~s6,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~sa__amplitude,(sea_surface)@context~in_(water_tide_constituent~sa)__amplitude,sea_surface_water_tide_constituent~sa__amplitude,,(sea_surface)@context~in_(water_tide_constituent~sa),sea_surface_water_tide_constituent~sa,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~sa__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~sa)__degrees-per-hour_speed,sea_surface_water_tide_constituent~sa__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~sa),sea_surface_water_tide_constituent~sa,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~sa__period,(sea_surface)@context~in_(water_tide_constituent~sa)__period,sea_surface_water_tide_constituent~sa__period,,(sea_surface)@context~in_(water_tide_constituent~sa),sea_surface_water_tide_constituent~sa,phenomenon,period,period
sea_surface_water_tide_constituent~sa__phase_angle,(sea_surface)@context~in_(water_tide_constituent~sa)__phase_angle,sea_surface_water_tide_constituent~sa__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~sa),sea_surface_water_tide_constituent~sa,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~ssa__amplitude,(sea_surface)@context~in_(water_tide_constituent~ssa)__amplitude,sea_surface_water_tide_constituent~ssa__amplitude,,(sea_surface)@context~in_(water_tide_constituent~ssa),sea_surface_water_tide_constituent~ssa,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~ssa__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~ssa)__degrees-per-hour_speed,sea_surface_water_tide_constituent~ssa__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~ssa),sea_surface_water_tide_constituent~ssa,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~ssa__period,(sea_surface)@context~in_(water_tide_constituent~ssa)__period,sea_surface_water_tide_constituent~ssa__period,,(sea_surface)@context~in_(water_tide_constituent~ssa),sea_surface_water_tide_constituent~ssa,phenomenon,period,period
sea_surface_water_tide_constituent~ssa__phase_angle,(sea_surface)@context~in_(water_tide_constituent~ssa)__phase_angle,sea_surface_water_tide_constituent~ssa__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~ssa),sea_surface_water_tide_constituent~ssa,phenomenon,phase_angle,phase_angle
sea_surface_water_tide_constituent~t2__amplitude,(sea_surface)@context~in_(water_tide_constituent~t2)__amplitude,sea_surface_water_tide_constituent~t2__amplitude,,(sea_surface)@context~in_(water_tide_constituent~t2),sea_surface_water_tide_constituent~t2,phenomenon,amplitude,amplitude
sea_surface_water_tide_constituent~t2__degrees-per-hour_speed,(sea_surface)@context~in_(water_tide_constituent~t2)__degrees-per-hour_speed,sea_surface_water_tide_constituent~t2__degrees-per-hour_speed,,(sea_surface)@context~in_(water_tide_constituent~t2),sea_surface_water_tide_constituent~t2,phenomenon,degrees-per-hour_speed,degrees-per-hour_speed
sea_surface_water_tide_constituent~t2__period,(sea_surface)@context~in_(water_tide_constituent~t2)__period,sea_surface_water_tide_constituent~t2__period,,(sea_surface)@context~in_(water_tide_constituent~t2),sea_surface_water_tide_constituent~t2,phenomenon,period,period
sea_surface_water_tide_constituent~t2__phase_angle,(sea_surface)@context~in_(water_tide_constituent~t2)__phase_angle,sea_surface_water_tide_constituent~t2__phase_angle,,(sea_surface)@context~in_(water_tide_constituent~t2),sea_surface_water_tide_constituent~t2,phenomenon,phase_angle,phase_angle
sea_surface_water_wave__amplitude,(sea_surface)@context~in_(water_wave)__amplitude,sea_surface_water_wave__amplitude,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,amplitude,amplitude
sea_surface_water_wave__angular_frequency,(sea_surface)@context~in_(water_wave)__angular_frequency,sea_surface_water_wave__angular_frequency,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,angular_frequency,angular_frequency
sea_surface_water_wave__angular_wavenumber,(sea_surface)@context~in_(water_wave)__wavenumber,sea_surface_water_wave__wavenumber,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,wavenumber,wavenumber
sea_surface_water_wave__energy-per-area_density,(sea_surface)@context~in_(water_wave)__energy-per-area_density,sea_surface_water_wave__energy-per-area_density,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,energy-per-area_density,energy-per-area_density
sea_surface_water_wave__frequency,(sea_surface)@context~in_(water_wave)__frequency,sea_surface_water_wave__frequency,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,frequency,frequency
sea_surface_water_wave__group-speed-to-phase-speed_ratio,(sea_surface)@context~in_(water_wave)__group-speed-to-phase-speed_ratio,sea_surface_water_wave__group-speed-to-phase-speed_ratio,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,group-speed-to-phase-speed_ratio,group-speed-to-phase-speed_ratio
sea_surface_water_wave__group_speed,(sea_surface)@context~in_(water_wave)__group_speed,sea_surface_water_wave__group_speed,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,group_speed,group_speed
sea_surface_water_wave__height,(sea_surface)@context~in_(water_wave)__height,sea_surface_water_wave__height,,(sea_surface)@context~in_(water_wave),sea_surface_water_wave,phenomenon,height,height
