full_name,variable_id,variable_label,object_cat,object_id,object_label,object_pref,quantity_id,quantity_label
model_grid_cell~primary_edge_center__latitude,model@context~in_(grid_cell~primary_edge_center)__latitude,model_grid_cell~primary_edge_center__latitude,,model@context~in_(grid_cell~primary_edge_center),model_grid_cell~primary_edge_center,phenomenon,latitude,latitude
model_grid_cell~primary_edge_center__longitude,model@context~in_(grid_cell~primary_edge_center)__longitude,model_grid_cell~primary_edge_center__longitude,,model@context~in_(grid_cell~primary_edge_center),model_grid_cell~primary_edge_center,phenomenon,longitude,longitude
model_grid_cell~primary_edge_center__virtual_latitude,model@context~in_(grid_cell~primary_edge_center)__virtual_latitude,model_grid_cell~primary_edge_center__virtual_latitude,,model@context~in_(grid_cell~primary_edge_center),model_grid_cell~primary_edge_center,phenomenon,virtual_latitude,virtual_latitude
model_grid_cell~primary_edge_center__virtual_longitude,model@context~in_(grid_cell~primary_edge_center)__virtual_longitude,model_grid_cell~primary_edge_center__virtual_longitude,,model@context~in_(grid_cell~primary_edge_center),model_grid_cell~primary_edge_center,phenomenon,virtual_longitude,virtual_longitude
model_grid_cell~primary_edge_center__x_component_of_velocity,model@context~in_((grid_cell~primary_edge_center)@context~in)__x_component_of_linear_velocity,model_grid_cell~primary_edge_center__x_component_of_velocity,,model@context~in_((grid_cell~primary_edge_center)@context~in),model_grid_cell~primary_edge_center,phenomenon,x_component_of_linear_velocity,x_component_of_velocity
model_grid_cell~primary_edge_center__x_coordinate,model@context~in_(grid_cell~primary_edge_center)__x_coordinate,model_grid_cell~primary_edge_center__x_coordinate,,model@context~in_(grid_cell~primary_edge_center),model_grid_cell~primary_edge_center,phenomenon,x_coordinate,x_coordinate
model_grid_cell~primary_edge_center__y_component_of_velocity,model@context~in_((grid_cell~primary_edge_center)@context~in)__y_component_of_linear_velocity,model_grid_cell~primary_edge_center__y_component_of_velocity,,model@context~in_((grid_cell~primary_edge_center)@context~in),model_grid_cell~primary_edge_center,phenomenon,y_component_of_linear_velocity,y_component_of_velocity
model_grid_cell~primary_edge_center__y_coordinate,model@context~in_(grid_cell~primary_edge_center)__y_coordinate,model_grid_cell~primary_edge_center__y_coordinate,,model@context~in_(grid_cell~primary_edge_center),model_grid_cell~primary_edge_center,phenomenon,y_coordinate,y_coordinate
model_grid_cell~primary_edge_center__z_component_of_velocity,model@context~in_((grid_cell~primary_edge_center)@context~in)__z_component_of_linear_velocity,model_grid_cell~primary_edge_center__z_component_of_velocity,,model@context~in_((grid_cell~primary_edge_center)@context~in),model_grid_cell~primary_edge_center,phenomenon,z_component_of_linear_velocity,z_component_of_velocity
model_grid_cell~primary_edge_center__z_coordinate,model@context~in_(grid_cell~primary_edge_center)__z_coordinate,model_grid_cell~primary_edge_center__z_coordinate,,model@context~in_(grid_cell~primary_edge_center),model_grid_cell~primary_edge_center,phenomenon,z_coordinate,z_coordinate
model_grid_cell~primary_face__area,model@context~in_(grid_cell~primary_face)__area,model_grid_cell~primary_face__area,,model@context~in_(grid_cell~primary_face),model_grid_cell~primary_face,phenomenon,area,area
model_grid_cell~primary_face_centroid__depth,model@context~in_(grid_cell~primary_face_centroid)__depth,model_grid_cell~primary_face_centroid__depth,,model@context~in_(grid_cell~primary_face_centroid),model_grid_cell~primary_face_centroid,phenomenon,depth,depth
model_grid_cell~primary_face_centroid__latitude,model@context~in_(grid_cell~primary_face_centroid)__latitude,model_grid_cell~primary_face_centroid__latitude,,model@context~in_(grid_cell~primary_face_centroid),model_grid_cell~primary_face_centroid,phenomenon,latitude,latitude
model_grid_cell~primary_face_centroid__longitude,model@context~in_(grid_cell~primary_face_centroid)__longitude,model_grid_cell~primary_face_centroid__longitude,,model@context~in_(grid_cell~primary_face_centroid),model_grid_cell~primary_face_centroid,phenomenon,longitude,longitude
model_grid_cell~primary_face_centroid__virtual_latitude,model@context~in_(grid_cell~primary_face_centroid)__virtual_latitude,model_grid_cell~primary_face_centroid__virtual_latitude,,model@context~in_(grid_cell~primary_face_centroid),model_grid_cell~primary_face_centroid,phenomenon,virtual_latitude,virtual_latitude
model_grid_cell~primary_face_centroid__virtual_longitude,model@context~in_(grid_cell~primary_face_centroid)__virtual_longitude,model_grid_cell~primary_face_centroid__virtual_longitude,,model@context~in_(grid_cell~primary_face_centroid),model_grid_cell~primary_face_centroid,phenomenon,virtual_longitude,virtual_longitude
model_grid_cell~primary_face_centroid__x_component_of_velocity,model@context~in_((grid_cell~primary_face_centroid)@context~in)__x_component_of_linear_velocity,model_grid_cell~primary_face_centroid__x_component_of_velocity,,model@context~in_((grid_cell~primary_face_centroid)@context~in),model_grid_cell~primary_face_centroid,phenomenon,x_component_of_linear_velocity,x_component_of_velocity
model_grid_cell~primary_face_centroid__x_coordinate,model@context~in_(grid_cell~primary_face_centroid)__x_coordinate,model_grid_cell~primary_face_centroid__x_coordinate,,model@context~in_(grid_cell~primary_face_centroid),model_grid_cell~primary_face_centroid,phenomenon,x_coordinate,x_coordinate
model_grid_cell~primary_face_centroid__y_component_of_velocity,model@context~in_((grid_cell~primary_face_centroid)@context~in)__y_component_of_linear_velocity,model_grid_cell~primary_face_centroid__y_component_of_velocity,,model@context~in_((grid_cell~primary_face_centroid)@context~in),model_grid_cell~primary_face_centroid,phenomenon,y_component_of_linear_velocity,y_component_of_velocity
model_grid_cell~primary_face_centroid__y_coordinate,model@context~in_(grid_cell~primary_face_centroid)__y_coordinate,model_grid_cell~primary_face_centroid__y_coordinate,,model@context~in_(grid_cell~primary_face_centroid),model_grid_cell~primary_face_centroid,phenomenon,y_coordinate,y_coordinate
model_grid_cell~primary_face_centroid__z_component_of_velocity,model@context~in_((grid_cell~primary_face_centroid)@context~in)__z_component_of_linear_velocity,model_grid_cell~primary_face_centroid__z_component_of_velocity,,model@context~in_((grid_cell~primary_face_centroid)@context~in),model_grid_cell~primary_face_centroid,phenomenon,z_component_of_linear_velocity,z_component_of_velocity
model_grid_cell~primary_face_centroid__z_coordinate,model@context~in_(grid_cell~primary_face_centroid)__z_coordinate,model_grid_cell~primary_face_centroid__z_coordinate,,model@context~in_(grid_cell~primary_face_centroid),model_grid_cell~primary_face_centroid,phenomenon,z_coordinate,z_coordinate
model_grid_column__count,model@context~in_(grid_column)__count,model_grid_column__count,,model@context~in_(grid_column),model_grid_column,phenomenon,count,count
model_grid_edge~east__longitude,model@context~in_(grid_edge~east)__longitude,model_grid_edge~east__longitude,,model@context~in_(grid_edge~east),model_grid_edge~east,phenomenon,longitude,longitude
model_grid_edge~north__geodetic_latitude,model@context~in_(grid_edge~north)__geodetic_latitude,model_grid_edge~north__geodetic_latitude,,model@context~in_(grid_edge~north),model_grid_edge~north,phenomenon,geodetic_latitude,geodetic_latitude
model_grid_edge~north__latitude,model@context~in_(grid_edge~north)__latitude,model_grid_edge~north__latitude,,model@context~in_(grid_edge~north),model_grid_edge~north,phenomenon,latitude,latitude
model_grid_edge~south__geodetic_latitude,model@context~in_(grid_edge~south)__geodetic_latitude,model_grid_edge~south__geodetic_latitude,,model@context~in_(grid_edge~south),model_grid_edge~south,phenomenon,geodetic_latitude,geodetic_latitude
model_grid_edge~south__latitude,model@context~in_(grid_edge~south)__latitude,model_grid_edge~south__latitude,,model@context~in_(grid_edge~south),model_grid_edge~south,phenomenon,latitude,latitude
model_grid_edge~west__longitude,model@context~in_(grid_edge~west)__longitude,model_grid_edge~west__longitude,,model@context~in_(grid_edge~west),model_grid_edge~west,phenomenon,longitude,longitude
model_grid_edge~west_sea_water__elevation,model@context~in_((grid_edge~west)@context~in_(sea@context~in_water))__elevation,model_grid_edge~west_sea_water__elevation,,model@context~in_((grid_edge~west)@context~in_(sea@context~in_water)),model_grid_edge~west_sea_water,phenomenon,elevation,elevation
model_grid_node__depth,model@context~in_(grid_node)__depth,model_grid_node__depth,,model@context~in_(grid_node),model_grid_node,phenomenon,depth,depth
model_grid_node__latitude,model@context~in_(grid_node)__latitude,model_grid_node__latitude,,model@context~in_(grid_node),model_grid_node,phenomenon,latitude,latitude
model_grid_node__longitude,model@context~in_(grid_node)__longitude,model_grid_node__longitude,,model@context~in_(grid_node),model_grid_node,phenomenon,longitude,longitude
model_grid_node__virtual_latitude,model@context~in_(grid_node)__virtual_latitude,model_grid_node__virtual_latitude,,model@context~in_(grid_node),model_grid_node,phenomenon,virtual_latitude,virtual_latitude
model_grid_node__virtual_longitude,model@context~in_(grid_node)__virtual_longitude,model_grid_node__virtual_longitude,,model@context~in_(grid_node),model_grid_node,phenomenon,virtual_longitude,virtual_longitude
model_grid_node__x_component_of_velocity,model@context~in_((grid_node)@context~in)__x_component_of_linear_velocity,model_grid_node__x_component_of_velocity,,model@context~in_((grid_node)@context~in),model_grid_node,phenomenon,x_component_of_linear_velocity,x_component_of_velocity
model_grid_node__x_coordinate,model@context~in_(grid_node)__x_coordinate,model_grid_node__x_coordinate,,model@context~in_(grid_node),model_grid_node,phenomenon,x_coordinate,x_coordinate
model_grid_node__y_component_of_velocity,model@context~in_((grid_node)@context~in)__y_component_of_linear_velocity,model_grid_node__y_component_of_velocity,,model@context~in_((grid_node)@context~in),model_grid_node,phenomenon,y_component_of_linear_velocity,y_component_of_velocity
model_grid_node__y_coordinate,model@context~in_(grid_node)__y_coordinate,model_grid_node__y_coordinate,,model@context~in_(grid_node),model_grid_node,phenomenon,y_coordinate,y_coordinate
model_grid_node__z_component_of_velocity,model@context~in_((grid_node)@context~in)__z_component_of_linear_velocity,model_grid_node__z_component_of_velocity,,model@context~in_((grid_node)@context~in),model_grid_node,phenomenon,z_component_of_linear_velocity,z_component_of_velocity
model_grid_node__z_coordinate,model@context~in_(grid_node)__z_coordinate,model_grid_node__z_coordinate,,model@context~in_(grid_node),model_grid_node,phenomenon,z_coordinate,z_coordinate
model_grid_node~dual__depth,model@context~in_(grid_node~dual)__depth,model_grid_node~dual__depth,,model@context~in_(grid_node~dual),model_grid_node~dual,phenomenon,depth,depth
model_grid_node~dual__latitude,model@context~in_(grid_node~dual)__latitude,model_grid_node~dual__latitude,,model@context~in_(grid_node~dual),model_grid_node~dual,phenomenon,latitude,latitude
model_grid_node~dual__longitude,model@context~in_(grid_node~dual)__longitude,model_grid_node~dual__longitude,,model@context~in_(grid_node~dual),model_grid_node~dual,phenomenon,longitude,longitude
model_grid_node~dual__virtual_latitude,model@context~in_(grid_node~dual)__virtual_latitude,model_grid_node~dual__virtual_latitude,,model@context~in_(grid_node~dual),model_grid_node~dual,phenomenon,virtual_latitude,virtual_latitude
model_grid_node~dual__virtual_longitude,model@context~in_(grid_node~dual)__virtual_longitude,model_grid_node~dual__virtual_longitude,,model@context~in_(grid_node~dual),model_grid_node~dual,phenomenon,virtual_longitude,virtual_longitude
model_grid_node~dual__x_component_of_velocity,model@context~in_((grid_node~dual)@context~in)__x_component_of_linear_velocity,model_grid_node~dual__x_component_of_velocity,,model@context~in_((grid_node~dual)@context~in),model_grid_node~dual,phenomenon,x_component_of_linear_velocity,x_component_of_velocity
model_grid_node~dual__x_coordinate,model@context~in_(grid_node~dual)__x_coordinate,model_grid_node~dual__x_coordinate,,model@context~in_(grid_node~dual),model_grid_node~dual,phenomenon,x_coordinate,x_coordinate
model_grid_node~dual__y_component_of_velocity,model@context~in_((grid_node~dual)@context~in)__y_component_of_linear_velocity,model_grid_node~dual__y_component_of_velocity,,model@context~in_((grid_node~dual)@context~in),model_grid_node~dual,phenomenon,y_component_of_linear_velocity,y_component_of_velocity
model_grid_node~dual__y_coordinate,model@context~in_(grid_node~dual)__y_coordinate,model_grid_node~dual__y_coordinate,,model@context~in_(grid_node~dual),model_grid_node~dual,phenomenon,y_coordinate,y_coordinate
model_grid_node~dual__z_component_of_velocity,model@context~in_((grid_node~dual)@context~in)__z_component_of_linear_velocity,model_grid_node~dual__z_component_of_velocity,,model@context~in_((grid_node~dual)@context~in),model_grid_node~dual,phenomenon,z_component_of_linear_velocity,z_component_of_velocity
model_grid_node~dual__z_coordinate,model@context~in_(grid_node~dual)__z_coordinate,model_grid_node~dual__z_coordinate,,model@context~in_(grid_node~dual),model_grid_node~dual,phenomenon,z_coordinate,z_coordinate
model_grid_node~primary__depth,model@context~in_(grid_node~primary)__depth,model_grid_node~primary__depth,,model@context~in_(grid_node~primary),model_grid_node~primary,phenomenon,depth,depth
model_grid_node~primary__latitude,model@context~in_(grid_node~primary)__latitude,model_grid_node~primary__latitude,,model@context~in_(grid_node~primary),model_grid_node~primary,phenomenon,latitude,latitude
model_grid_node~primary__longitude,model@context~in_(grid_node~primary)__longitude,model_grid_node~primary__longitude,,model@context~in_(grid_node~primary),model_grid_node~primary,phenomenon,longitude,longitude
model_grid_node~primary__virtual_latitude,model@context~in_(grid_node~primary)__virtual_latitude,model_grid_node~primary__virtual_latitude,,model@context~in_(grid_node~primary),model_grid_node~primary,phenomenon,virtual_latitude,virtual_latitude
model_grid_node~primary__virtual_longitude,model@context~in_(grid_node~primary)__virtual_longitude,model_grid_node~primary__virtual_longitude,,model@context~in_(grid_node~primary),model_grid_node~primary,phenomenon,virtual_longitude,virtual_longitude
model_grid_node~primary__x_component_of_velocity,model@context~in_((grid_node~primary)@context~in)__x_component_of_linear_velocity,model_grid_node~primary__x_component_of_velocity,,model@context~in_((grid_node~primary)@context~in),model_grid_node~primary,phenomenon,x_component_of_linear_velocity,x_component_of_velocity
model_grid_node~primary__x_coordinate,model@context~in_(grid_node~primary)__x_coordinate,model_grid_node~primary__x_coordinate,,model@context~in_(grid_node~primary),model_grid_node~primary,phenomenon,x_coordinate,x_coordinate
